"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647979,4021952,832934,1120771
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251403,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89923,0,7596,1530,98372
"06","Buenos Aires","Moderna ARNm",0,417649,1238484,3185,3132631
"06","Buenos Aires","Moderna Pediátrica",0,545,56,0,743
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1369674,1444173,77622,5268542
"06","Buenos Aires","Pfizer Pediátrica",0,18847,8141,115152,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5946978,5251289,1662,9801
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315547,2692097,6256,828934
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,727072,761714,204587,503795
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65620,194,0,0
"02","CABA","Cansino Ad5 nCoV",29735,0,1502,45,50094
"02","CABA","Moderna ARNm",0,31135,273081,1490,1449688
"02","CABA","Moderna Pediátrica",0,3477,82,0,10097
"02","CABA","Pfizer BioNTech Comirnaty",0,192362,218684,62884,1251508
"02","CABA","Pfizer Pediátrica",0,2435,1780,1559,84898
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1017812,964274,1668,5187
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896514,627321,231,11690
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86644,86537,18029,59231
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,12,0,0
"10","Catamarca","Cansino Ad5 nCoV",2576,0,1012,328,47458
"10","Catamarca","Moderna ARNm",0,7629,23987,403,91203
"10","Catamarca","Moderna Pediátrica",0,1387,14,0,881
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33540,30691,863,81713
"10","Catamarca","Pfizer Pediátrica",0,27,55,40,13933
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170993,156204,43,532
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96757,73622,1649,27391
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240074,220085,29272,91463
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15544,777,0,0
"22","Chaco","Cansino Ad5 nCoV",11200,0,772,212,20108
"22","Chaco","Moderna ARNm",0,30510,67929,1400,110708
"22","Chaco","Moderna Pediátrica",0,1220,21,0,854
"22","Chaco","Pfizer BioNTech Comirnaty",0,68437,57055,7795,142380
"22","Chaco","Pfizer Pediátrica",0,680,233,178,2890
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,390085,308419,445,2882
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258177,181679,4471,54198
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132790,128643,20529,45705
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11932,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3524,0,338,52,5344
"26","Chubut","Moderna ARNm",0,20623,33144,1220,56253
"26","Chubut","Moderna Pediátrica",0,138,0,0,79
"26","Chubut","Pfizer BioNTech Comirnaty",0,33132,39411,4516,127932
"26","Chubut","Pfizer Pediátrica",0,402,149,24,2070
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172822,141187,174,769
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136779,100153,905,15146
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194090,185797,17689,153106
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19887,489,0,0
"18","Corrientes","Cansino Ad5 nCoV",11170,0,269,71,38859
"18","Corrientes","Moderna ARNm",0,27664,61448,393,177319
"18","Corrientes","Moderna Pediátrica",0,4200,30,0,1734
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83216,81056,1794,258171
"18","Corrientes","Pfizer Pediátrica",0,295,212,141,34866
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,428387,367081,66,2400
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268435,194587,16,46165
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809190,824789,184050,657992
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",38257,0,5731,33,11151
"14","Córdoba","Moderna ARNm",0,47451,264176,36,615758
"14","Córdoba","Pfizer BioNTech Comirnaty",0,283035,257282,16580,705981
"14","Córdoba","Pfizer Pediátrica",0,1587,916,147,20380
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1252247,1136446,516,8354
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939953,627587,4079,98301
