"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647986,4021961,832934,1120775
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251403,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89956,0,7635,1530,98864
"06","Buenos Aires","Moderna ARNm",0,417816,1238943,3185,3139609
"06","Buenos Aires","Moderna Pediátrica",0,969,64,0,828
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1369691,1444209,77622,5268648
"06","Buenos Aires","Pfizer Pediátrica",0,18872,8161,115554,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5947246,5251726,1662,9840
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315554,2692169,6256,829915
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,727069,761711,204587,503804
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65620,194,0,0
"02","CABA","Cansino Ad5 nCoV",29737,0,1505,45,50107
"02","CABA","Moderna ARNm",0,31176,273161,1490,1452183
"02","CABA","Moderna Pediátrica",0,3565,83,0,10118
"02","CABA","Pfizer BioNTech Comirnaty",0,192365,218695,62884,1252184
"02","CABA","Pfizer Pediátrica",0,2434,1781,1559,84899
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1017942,964548,1668,5190
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896522,627328,231,11710
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86645,86537,18029,59231
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,12,0,0
"10","Catamarca","Cansino Ad5 nCoV",2576,0,1012,328,47460
"10","Catamarca","Moderna ARNm",0,7630,23988,403,91535
"10","Catamarca","Moderna Pediátrica",0,1461,17,0,988
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33541,30694,863,81751
"10","Catamarca","Pfizer Pediátrica",0,27,55,40,13937
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170997,156227,43,535
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96757,73625,1649,27452
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240077,220084,29272,91469
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15544,777,0,0
"22","Chaco","Cansino Ad5 nCoV",11208,0,775,212,20134
"22","Chaco","Moderna ARNm",0,30522,67967,1400,111312
"22","Chaco","Moderna Pediátrica",0,1290,22,0,897
"22","Chaco","Pfizer BioNTech Comirnaty",0,68448,57072,7795,142453
"22","Chaco","Pfizer Pediátrica",0,683,233,178,2900
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,390126,308525,445,2882
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258181,181692,4471,54211
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132792,128646,20529,45705
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11932,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3526,0,343,52,5358
"26","Chubut","Moderna ARNm",0,20630,33157,1220,56432
"26","Chubut","Moderna Pediátrica",0,146,0,0,87
"26","Chubut","Pfizer BioNTech Comirnaty",0,33136,39419,4516,128019
"26","Chubut","Pfizer Pediátrica",0,403,152,25,2072
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172828,141199,174,769
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136780,100153,905,15151
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194091,185806,17689,153328
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19887,489,0,0
"18","Corrientes","Cansino Ad5 nCoV",11173,0,269,71,38864
"18","Corrientes","Moderna ARNm",0,27666,61469,393,178035
"18","Corrientes","Moderna Pediátrica",0,4345,41,0,1778
