"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",110642,10735
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",24272,5102
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",2533,1442
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",7851,2696
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",2963,729
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",6632,1820
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",21704,9698
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",9454,1505
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",3343,1667
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",4503,1985
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",2269,1167
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",2822,1272
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",10347,1863
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",5379,1830
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",3646,2237
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",4526,2006
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",7981,3178
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",3889,1212
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",2970,1730
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",2255,785
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",21610,4707
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",5682,1831
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",1355,384
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",9823,4002
