"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3297255,1459084
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250735,310
"06","Buenos Aires","Moderna ARNm",85838,410746
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3196716,1315587
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3640855,1090142
"02","CABA","AstraZeneca ChAdOx1 S recombinante",654264,383348
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65366,184
"02","CABA","Moderna ARNm",14731,175234
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",605037,320720
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",819533,257513
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",81316,24310
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4654,3
"10","Catamarca","Moderna ARNm",4724,8576
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",97784,21559
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",81799,25433
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",212827,82646
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15306,583
"22","Chaco","Moderna ARNm",12453,14956
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",165565,85579
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",219311,62164
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",118836,42206
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11724,610
"26","Chubut","Moderna ARNm",2788,5292
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",91037,51359
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",114727,39630
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",160068,74752
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19670,388
"18","Corrientes","Moderna ARNm",11331,22679
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",229788,80773
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",213024,58710
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",742067,338305
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43659,67
"14","Córdoba","Moderna ARNm",16423,101515
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",707458,374766
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",790616,243853
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",258458,92562
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17168,332
"30","Entre Ríos","Moderna ARNm",5985,18186
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",261688,114120
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",255178,74860
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",114338,56107
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7344,1
"34","Formosa","Moderna ARNm",16652,3
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",134220,59659
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",110550,36161
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",155857,58735
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13967,286
"38","Jujuy","Moderna ARNm",6073,6259
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",148470,60205
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",149115,54933
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",66068,43188
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4566,0
"42","La Pampa","Moderna ARNm",3400,16446
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",78197,43598
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",78823,27253
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",73497,30340
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7205,108
"46","La Rioja","Moderna ARNm",7035,10575
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",82709,43428
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",81730,27833
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",387498,184235
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",25157,411
"50","Mendoza","Moderna ARNm",5980,46227
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",320963,158606
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",408638,123977
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",193192,102058
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",16513,790
"54","Misiones","Moderna ARNm",21682,3741
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",133823,65083
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",205089,63894
"58","Neuquén","AstraZeneca ChAdOx1 S recombinante",135202,53658
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",12512,58
"58","Neuquén","Moderna ARNm",5401,18126
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",124882,62956
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",139614,47928
"62","Río Negro","AstraZeneca ChAdOx1 S recombinante",136674,66063
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",13955,89
"62","Río Negro","Moderna ARNm",4385,23151
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",167380,63874
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",148263,52646
"66","Salta","AstraZeneca ChAdOx1 S recombinante",278959,98890
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",17826,50
"66","Salta","Moderna ARNm",8611,19759
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",168122,75802
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",265677,86021
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",141070,60415
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",8807,12
"70","San Juan","Moderna ARNm",5687,20975
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",143334,85013
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",166462,49874
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",96921,58472
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6826,0
"74","San Luis","Moderna ARNm",3701,9894
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",103417,64396
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",106532,38227
"78","Santa Cruz","AstraZeneca ChAdOx1 S recombinante",54618,29918
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",5903,712
"78","Santa Cruz","Moderna ARNm",1582,3222
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",50611,38557
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",78553,25957
"82","Santa Fe","AstraZeneca ChAdOx1 S recombinante",735764,309089
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",41217,52
"82","Santa Fe","Moderna ARNm",20618,111545
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",672640,370754
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",769672,236267
"86","Santiago del Estero","AstraZeneca ChAdOx1 S recombinante",198386,76655
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",11844,1127
"86","Santiago del Estero","Moderna ARNm",3874,40844
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",220975,83272
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",185674,64150
"94","Tierra del Fuego","AstraZeneca ChAdOx1 S recombinante",31766,16386
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",2724,746
"94","Tierra del Fuego","Moderna ARNm",569,3739
"94","Tierra del Fuego","Sinopharm Vacuna SARSCOV 2 inactivada",34132,17341
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",35556,12569
"90","Tucumán","AstraZeneca ChAdOx1 S recombinante",288174,202139
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",20538,58
"90","Tucumán","Moderna ARNm",7237,31562
"90","Tucumán","Sinopharm Vacuna SARSCOV 2 inactivada",310124,147367
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",341227,114747
