"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3385989,3425580
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",251003,323
"06","Buenos Aires","Cansino Ad5 nCoV",10887,0
"06","Buenos Aires","Moderna ARNm",264447,884247
"06","Buenos Aires","Pfizer BioNTech Comirnaty",133769,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3558216,2913530
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",4014779,2048762
"02","CABA","AstraZeneca ChAdOx1 S recombinante",667496,679941
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65222,183
"02","CABA","Cansino Ad5 nCoV",25520,0
"02","CABA","Moderna ARNm",19158,241600
"02","CABA","Pfizer BioNTech Comirnaty",21599,14830
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",680797,604997
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",887732,421924
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",84763,68128
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4751,4
"10","Catamarca","Cansino Ad5 nCoV",998,0
"10","Catamarca","Moderna ARNm",6813,19472
"10","Catamarca","Pfizer BioNTech Comirnaty",2220,13
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",109379,78823
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",93659,48540
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",225344,169882
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15358,601
"22","Chaco","Cansino Ad5 nCoV",88,0
"22","Chaco","Moderna ARNm",23418,47186
"22","Chaco","Pfizer BioNTech Comirnaty",3729,38
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",218251,143000
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",238419,122979
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",120161,106227
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11740,614
"26","Chubut","Cansino Ad5 nCoV",34,0
"26","Chubut","Moderna ARNm",15248,23316
"26","Chubut","Pfizer BioNTech Comirnaty",3738,5
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",104777,79382
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",130917,70907
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",174098,133172
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19690,397
"18","Corrientes","Cansino Ad5 nCoV",2515,0
"18","Corrientes","Moderna ARNm",24168,48651
"18","Corrientes","Pfizer BioNTech Comirnaty",5581,7
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",250012,169758
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",246053,111854
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",763431,717623
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43864,77
"14","Córdoba","Cansino Ad5 nCoV",5418,0
"14","Córdoba","Moderna ARNm",40184,226776
"14","Córdoba","Pfizer BioNTech Comirnaty",25440,8
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",780404,667161
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",873177,433108
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",269675,218164
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17198,331
"30","Entre Ríos","Cansino Ad5 nCoV",3529,0
"30","Entre Ríos","Moderna ARNm",15940,63978
"30","Entre Ríos","Pfizer BioNTech Comirnaty",3041,4
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",292389,228247
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",297441,142402
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",117369,123431
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7347,1
"34","Formosa","Cansino Ad5 nCoV",194,0
"34","Formosa","Moderna ARNm",38748,4598
"34","Formosa","Pfizer BioNTech Comirnaty",2782,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",136520,114949
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",129882,68467
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",159742,122535
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13972,286
