"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",103614,0
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",220881,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",650754,2
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",1233590,270326
"02","CABA","AstraZeneca ChAdOx1 S recombinante",17686,1
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",63371,102
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",133916,80
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",307865,103044
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",2171,2
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4380,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",19186,860
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",26017,6402
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",6259,1
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",14805,126
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",41135,299
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",68894,18849
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",2161,19
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",8311,104
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",22807,234
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",33998,8273
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",17393,12
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",34817,298
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",63402,15334
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",19567,0
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",42638,14
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",142401,1084
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",250348,68178
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",5542,9
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",15981,100
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",48627,705
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",79875,21392
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",3051,0
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7257,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",29327,2011
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",34927,8052
