"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648184,4022138,832920,1120899
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251404,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90276,0,7722,1530,110212
"06","Buenos Aires","Moderna ARNm",0,420740,1247285,3185,3268444
"06","Buenos Aires","Moderna Pediátrica",0,18900,3187,0,4065
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1370405,1445400,77619,5275928
"06","Buenos Aires","Pfizer Pediátrica",0,19407,8589,123447,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5951216,5259499,1662,10543
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315647,2692939,6256,854633
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728052,762468,204581,506052
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65652,197,0,0
"02","CABA","Cansino Ad5 nCoV",29839,0,1586,44,50681
"02","CABA","Moderna ARNm",0,32403,275140,1490,1506351
"02","CABA","Moderna Pediátrica",0,5535,2028,0,12156
"02","CABA","Pfizer BioNTech Comirnaty",0,192704,219192,62882,1261607
"02","CABA","Pfizer Pediátrica",0,2437,1895,1566,84931
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018445,965917,1668,5246
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896570,627387,231,13835
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86652,86542,18029,59262
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2578,0,1032,328,47690
"10","Catamarca","Moderna ARNm",0,7651,24080,403,97076
"10","Catamarca","Moderna Pediátrica",0,2839,575,0,2960
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33550,30708,863,82932
"10","Catamarca","Pfizer Pediátrica",0,33,55,41,14032
