"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",206534,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",295315,0
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",370996,191115
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",55362,127
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",43465,13
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",117155,55636
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",3922,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",7211,1
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",10109,4986
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",13256,10
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",11506,4
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",23781,12652
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",5762,1
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",5441,1
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",14084,4614
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",11587,2
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",4645,2
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",22925,9479
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",41169,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",48607,0
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",97884,43571
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",14833,0
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",5658,0
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",28389,12999
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7228,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",10672,0
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",8823,6662
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",8797,1
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",3131,57
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",15845,10304
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4378,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",7529,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",12015,6248
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",4888,0
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",3998,0
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",10717,5533
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",15857,6
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",14615,10
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",50095,14040
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",13201,29
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",12251,17
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",16858,6740
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",5832,0
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",9625,0
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",16573,8333
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",8484,0
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",8853,0
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",13385,8781
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",16772,0
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",14798,2
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",30532,15133
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",7934,0
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",6710,0
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",15277,6338
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6615,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",9395,0
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",16679,5117
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",3696,0
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",5525,2
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",9378,5165
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",36852,20
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",51247,31
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",80239,36898
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",9756,0
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",9139,0
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",16387,7318
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",1620,0
"94","Tierra del Fuego","Sinopharm Vacuna SARSCOV 2 inactivada",1420,0
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",4147,2675
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",18901,0
"90","Tucumán","Sinopharm Vacuna SARSCOV 2 inactivada",11139,0
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",42712,17314
