"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3638587,4009749,834547,992587
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251150,350,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",80828,0,0,1529,26118
"06","Buenos Aires","Moderna ARNm",0,353378,1054063,3186,367762
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1218979,1048978,78237,2232448
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5731036,4804657,1676,2762
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4251471,2651509,6291,454503
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,720219,749786,204810,344672
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65477,186,0,0
"02","CABA","Cansino Ad5 nCoV",26894,0,0,46,31430
"02","CABA","Moderna ARNm",0,19621,249080,1455,204344
"02","CABA","Pfizer BioNTech Comirnaty",0,180499,184573,62910,450299
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,976178,887545,1571,821
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,894828,617026,240,352
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86228,85081,18110,32314
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4816,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",1742,0,0,327,6169
"10","Catamarca","Moderna ARNm",0,7399,22775,403,8953
"10","Catamarca","Pfizer BioNTech Comirnaty",0,32313,24634,874,18251
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,167301,144846,45,126
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96429,72236,1665,15514
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,237591,213631,29279,64996
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15508,759,0,0
"22","Chaco","Cansino Ad5 nCoV",6240,0,0,195,2120
"22","Chaco","Moderna ARNm",0,27623,61264,1398,21713
"22","Chaco","Pfizer BioNTech Comirnaty",0,58458,39313,7727,66395
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,358477,257693,441,1041
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,255490,174907,4471,32535
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,131819,126250,20597,34457
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11863,650,0,0
"26","Chubut","Cansino Ad5 nCoV",1193,0,0,52,1457
"26","Chubut","Moderna ARNm",0,19566,29951,1218,14763
"26","Chubut","Pfizer BioNTech Comirnaty",0,28352,27494,4484,46163
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,165164,126665,176,350
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136128,97708,907,10512
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,191892,178829,17701,109526
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19860,454,0,0
"18","Corrientes","Cansino Ad5 nCoV",7265,0,0,71,5760
"18","Corrientes","Moderna ARNm",0,26559,56968,393,28672
"18","Corrientes","Pfizer BioNTech Comirnaty",0,76960,63474,1792,109741
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,408155,321717,66,792
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,263734,182062,16,360
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,805251,807522,185048,483205
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44131,124,0,0
"14","Córdoba","Cansino Ad5 nCoV",28967,0,0,32,2706
"14","Córdoba","Moderna ARNm",0,41678,249747,36,21064
"14","Córdoba","Pfizer BioNTech Comirnaty",0,261958,208365,16753,305780
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1212951,1059404,545,4256
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,933711,619556,4099,66968
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,289589,279404,72135,132809
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17337,359,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",10287,0,0,13,66
"30","Entre Ríos","Moderna ARNm",0,21827,81029,210,10002
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,91081,70978,7684,77158
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,462603,382162,305,566
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,320441,221002,3787,13164
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,128679,157640,241725,44184
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7384,7,0,0
"34","Formosa","Cansino Ad5 nCoV",4990,0,0,13,4
"34","Formosa","Moderna ARNm",0,39099,5252,161,378
"34","Formosa","Pfizer BioNTech Comirnaty",0,23999,51777,21499,9606
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,227652,193784,393,339
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,137123,87442,3032,2867
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,164549,156327,31950,33043
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14011,289,0,0
"38","Jujuy","Cansino Ad5 nCoV",146,0,0,12,171
"38","Jujuy","Moderna ARNm",0,23430,32855,1539,7748
"38","Jujuy","Pfizer BioNTech Comirnaty",0,48843,44785,14539,42388
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,263296,184379,443,310
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154176,122537,12812,21652
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69112,76252,37280,27792
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2866,0,0,0,0
"42","La Pampa","Moderna ARNm",0,5626,25258,0,20225
"42","La Pampa","Pfizer BioNTech Comirnaty",0,26548,24917,4686,74024
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,133069,123770,0,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89433,61444,332,12620
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78226,78138,21319,12928
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7239,119,0,0
"46","La Rioja","Cansino Ad5 nCoV",3025,0,0,0,5
"46","La Rioja","Moderna ARNm",0,9698,24743,1907,13829
"46","La Rioja","Pfizer BioNTech Comirnaty",0,28678,29857,10384,42083
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",0,137409,119119,60,195
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",0,94854,69054,4336,19878
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",0,433043,414013,43574,183773
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",0,25539,447,0,0
"50","Mendoza","Cansino Ad5 nCoV",8023,0,0,51,1809
"50","Mendoza","Moderna ARNm",0,25250,131389,163,11668
"50","Mendoza","Pfizer BioNTech Comirnaty",0,139380,126243,6862,217118
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",0,585285,457513,311,1200
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",0,471263,294493,3207,80108
