"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647710,4021732,833126,1120413
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251402,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89568,0,7511,1530,85796
"06","Buenos Aires","Moderna ARNm",0,413744,1226956,3186,2856344
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1368971,1443085,77638,5262263
"06","Buenos Aires","Pfizer Pediátrica",0,18161,7609,102559,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5940067,5239310,1662,8590
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315392,2691255,6259,813171
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726971,761503,204603,503295
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65536,190,0,0
"02","CABA","Cansino Ad5 nCoV",29715,0,1491,45,49794
"02","CABA","Moderna ARNm",0,29584,270275,1490,1317969
"02","CABA","Pfizer BioNTech Comirnaty",0,192351,218600,62887,1249865
"02","CABA","Pfizer Pediátrica",0,2427,1777,1556,84820
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1014780,961220,1670,5094
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896275,626863,231,11530
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86636,86522,18029,59144
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,12,0,0
"10","Catamarca","Cansino Ad5 nCoV",2571,0,1002,328,46972
"10","Catamarca","Moderna ARNm",0,7611,23895,403,82911
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33529,30674,863,80682
"10","Catamarca","Pfizer Pediátrica",0,27,52,39,13361
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170785,155895,43,521
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96745,73596,1649,25121
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239947,219929,29276,90846
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15538,775,0,0
"22","Chaco","Cansino Ad5 nCoV",11068,0,720,212,18513
"22","Chaco","Moderna ARNm",0,30097,67133,1400,95832
"22","Chaco","Pfizer BioNTech Comirnaty",0,68248,56743,7795,140225
"22","Chaco","Pfizer Pediátrica",0,601,188,161,2237
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,389074,306397,444,2677
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258127,181573,4471,53610
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132766,128615,20529,45631
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11928,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3434,0,294,52,4818
"26","Chubut","Moderna ARNm",0,20466,32800,1220,50039
"26","Chubut","Pfizer BioNTech Comirnaty",0,33064,39253,4516,126850
"26","Chubut","Pfizer Pediátrica",0,388,130,23,1911
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172692,140759,174,659
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136776,100135,905,14997
