"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647442,4021477,833185,1119942
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251398,381,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89306,0,7355,1527,72873
"06","Buenos Aires","Moderna ARNm",0,408908,1211632,3186,2405086
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1368392,1442141,77646,5248092
"06","Buenos Aires","Pfizer Pediátrica",0,17045,6697,73334,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5935578,5228429,1662,8200
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315291,2691096,6259,812612
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726828,761305,204617,502719
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65532,190,0,0
"02","CABA","Cansino Ad5 nCoV",29642,0,1451,45,48557
"02","CABA","Moderna ARNm",0,28006,266960,1490,1048130
"02","CABA","Pfizer BioNTech Comirnaty",0,192289,218474,62888,1244150
"02","CABA","Pfizer Pediátrica",0,2164,1533,993,57322
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1013664,959394,1677,4999
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895850,626512,231,7844
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86627,86480,18029,58876
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,12,0,0
"10","Catamarca","Cansino Ad5 nCoV",2555,0,991,328,46395
"10","Catamarca","Moderna ARNm",0,7565,23768,403,70350
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33521,30602,863,75656
"10","Catamarca","Pfizer Pediátrica",0,20,37,31,11444
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170609,155531,43,469
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96738,73574,1649,23459
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239832,219723,29277,90441
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15536,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10900,0,658,212,16470
"22","Chaco","Moderna ARNm",0,29825,66549,1400,82326
"22","Chaco","Pfizer BioNTech Comirnaty",0,68069,56414,7795,138515
"22","Chaco","Pfizer Pediátrica",0,537,137,122,1258
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,387959,304499,444,2460
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258041,181466,4471,52632
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132728,128560,20531,45537
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11922,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3356,0,270,52,4239
"26","Chubut","Moderna ARNm",0,20359,32548,1220,43816
"26","Chubut","Pfizer BioNTech Comirnaty",0,32981,39097,4520,123792
"26","Chubut","Pfizer Pediátrica",0,357,119,11,1217
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172488,140317,175,606
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136770,100120,906,14875
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193913,185472,17689,146423
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19885,488,0,0
"18","Corrientes","Cansino Ad5 nCoV",10689,0,244,71,35251
"18","Corrientes","Moderna ARNm",0,27359,60187,393,105542
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83059,80355,1794,238751
"18","Corrientes","Pfizer Pediátrica",0,218,95,21,23602
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,426799,362904,66,2123
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268360,193977,16,39895
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809063,824504,184116,656042
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44127,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",38095,0,5718,32,10976
"14","Córdoba","Moderna ARNm",0,45450,260683,36,475691
"14","Córdoba","Pfizer BioNTech Comirnaty",0,282642,256370,16585,699362
"14","Córdoba","Pfizer Pediátrica",0,1464,796,99,12651
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1250009,1131718,517,8055
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939885,627427,4076,96621
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291883,287088,72093,176905
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17375,366,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",13926,0,476,14,4484
"30","Entre Ríos","Moderna ARNm",0,23350,84814,217,145180
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97797,85690,7715,236156
"30","Entre Ríos","Pfizer Pediátrica",0,191,76,35,9173
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,482189,425475,304,1258
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325064,233177,3782,83868
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129358,156127,231068,76308
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7385,8,0,0
