"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3349908,2204419
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250889,311
"06","Buenos Aires","Moderna ARNm",170453,758360
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3421923,2249284
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3855440,1264235
"02","CABA","AstraZeneca ChAdOx1 S recombinante",658109,534004
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65215,184
"02","CABA","Moderna ARNm",17375,220783
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",623417,537664
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",860706,327236
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",83323,40431
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4738,4
"10","Catamarca","Moderna ARNm",3563,17288
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",105906,31758
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",91383,35768
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",217983,129353
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15344,590
"22","Chaco","Moderna ARNm",19853,29062
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",190368,109434
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",227806,83451
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",119498,72925
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11726,613
"26","Chubut","Moderna ARNm",4788,14456
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",97206,65818
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",125788,49120
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",166077,105153
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19673,389
"18","Corrientes","Moderna ARNm",19679,34390
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",240008,118976
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",227757,76003
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",751230,537769
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43701,70
"14","Córdoba","Moderna ARNm",19380,193966
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",733484,599018
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",853387,306216
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",262200,141020
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17179,331
