"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3634460,4005178,834635,974426
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251137,349,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",74054,0,0,1510,17211
"06","Buenos Aires","Moderna ARNm",0,339372,1022322,3186,52560
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1164232,968669,78252,1688250
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5624851,4650267,1678,2208
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4216912,2620416,6298,223387
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,717414,746309,204794,338044
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65475,186,0,0
"02","CABA","Cansino Ad5 nCoV",26484,0,0,39,1418
"02","CABA","Moderna ARNm",0,19484,248784,1446,80856
"02","CABA","Pfizer BioNTech Comirnaty",0,177939,177915,62896,302680
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,960263,868151,1547,750
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,894478,612621,241,263
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86087,84574,17480,27700
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4803,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",1543,0,0,78,312
"10","Catamarca","Moderna ARNm",0,7389,22628,174,715
"10","Catamarca","Pfizer BioNTech Comirnaty",0,31979,23302,646,6747
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,166349,140367,41,90
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96364,71565,1529,12729
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,236601,211099,28682,59073
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15497,748,0,0
"22","Chaco","Cansino Ad5 nCoV",5043,0,0,122,865
"22","Chaco","Moderna ARNm",0,26866,58848,578,8105
"22","Chaco","Pfizer BioNTech Comirnaty",0,54174,33870,6985,55382
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,345598,242946,416,793
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,253510,170354,2910,19511
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,131243,124674,19994,30713
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11857,648,0,0
"26","Chubut","Cansino Ad5 nCoV",748,0,0,50,1288
"26","Chubut","Moderna ARNm",0,19080,29225,623,7786
"26","Chubut","Pfizer BioNTech Comirnaty",0,26618,24487,3813,33737
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,160839,121712,165,276
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,135467,96321,811,8117
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,187152,173363,16912,98490
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19801,447,0,0
"18","Corrientes","Cansino Ad5 nCoV",6437,0,0,0,7
"18","Corrientes","Moderna ARNm",0,25516,55847,3,2587
"18","Corrientes","Pfizer BioNTech Comirnaty",0,69860,51703,1113,73261
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,387247,294647,64,425
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,257687,175442,15,150
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,803417,800991,185116,442651
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44132,122,0,0
"14","Córdoba","Cansino Ad5 nCoV",26007,0,0,30,1485
"14","Córdoba","Moderna ARNm",0,41424,249099,37,414
"14","Córdoba","Pfizer BioNTech Comirnaty",0,254372,200855,16728,160936
