"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",2805638,614205
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250471,308
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",1062890,656996
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3141241,624562
"02","CABA","AstraZeneca ChAdOx1 S recombinante",582459,134531
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65357,186
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",268824,136418
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",700506,167711
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",58491,10106
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4535,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",34508,19650
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",70709,16063
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",176885,27318
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15270,550
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",93102,48931
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",189187,38881
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",96260,11971
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11668,609
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",57363,29813
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",99158,21033
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",131766,39096
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19557,390
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",94398,49761
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",185198,37169
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",635563,118922
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43989,89
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",311138,141651
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",669411,135031
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",217337,33652
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17022,330
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",107402,68078
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",211429,47343
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",98654,8355
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7322,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",60652,22873
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",96136,20458
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",134861,23947
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13959,280
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",73302,36946
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",125456,31661
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",62696,14462
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4554,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",40858,22033
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",68409,15598
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",57721,12593
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7196,108
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",35831,21027
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",71695,16728
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",309818,55143
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",24796,409
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",153048,66594
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",348286,73064
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",141702,25876
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",16302,789
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",70724,47436
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",171947,40060
"58","Neuquén","AstraZeneca ChAdOx1 S recombinante",114892,21595
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",12346,61
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",60234,32718
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",124774,30002
"62","Río Negro","AstraZeneca ChAdOx1 S recombinante",114868,28362
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",13912,90
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",58354,42580
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",123405,31158
"66","Salta","AstraZeneca ChAdOx1 S recombinante",235949,33400
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",17771,50
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",93188,47134
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",236447,50070
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",116020,26199
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",8832,12
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",61299,30006
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",147353,29460
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",88279,19837
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6826,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",50032,27439
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",90046,22793
"78","Santa Cruz","AstraZeneca ChAdOx1 S recombinante",37509,9094
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",5890,714
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",35939,17386
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",63982,15412
"82","Santa Fe","AstraZeneca ChAdOx1 S recombinante",619664,117747
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",41214,52
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",278750,134666
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",621231,142066
"86","Santiago del Estero","AstraZeneca ChAdOx1 S recombinante",137353,20746
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",11800,1124
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",92276,45266
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",173120,26311
"94","Tierra del Fuego","AstraZeneca ChAdOx1 S recombinante",30208,2912
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",2723,744
"94","Tierra del Fuego","Sinopharm Vacuna SARSCOV 2 inactivada",14705,9751
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",30349,7973
"90","Tucumán","AstraZeneca ChAdOx1 S recombinante",283103,46781
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",20515,0
"90","Tucumán","Sinopharm Vacuna SARSCOV 2 inactivada",131715,59921
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",300514,60010
