"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648175,4022129,832920,1120894
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251404,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90276,0,7719,1530,110205
"06","Buenos Aires","Moderna ARNm",0,420589,1246866,3185,3262182
"06","Buenos Aires","Moderna Pediátrica",0,18392,2909,0,3829
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1370327,1445286,77619,5275093
"06","Buenos Aires","Pfizer Pediátrica",0,19381,8566,123172,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5950992,5259073,1662,10504
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315645,2692925,6256,854405
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728045,762459,204581,506033
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65652,197,0,0
"02","CABA","Cansino Ad5 nCoV",29838,0,1585,44,50664
"02","CABA","Moderna ARNm",0,32311,275034,1490,1503189
"02","CABA","Moderna Pediátrica",0,5424,1972,0,12110
"02","CABA","Pfizer BioNTech Comirnaty",0,192614,219125,62882,1261473
"02","CABA","Pfizer Pediátrica",0,2437,1891,1566,84930
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018434,965890,1668,5244
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896567,627384,231,13835
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86652,86542,18029,59261
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2578,0,1032,328,47678
"10","Catamarca","Moderna ARNm",0,7651,24079,403,96892
"10","Catamarca","Moderna Pediátrica",0,2749,529,0,2827
