"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648380,4022359,832880,1121120
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90297,0,7732,1530,110335
"06","Buenos Aires","Moderna ARNm",0,424793,1258753,3185,4229303
"06","Buenos Aires","Moderna Pediátrica",0,33862,11287,0,15018
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1372141,1448264,77612,5331734
"06","Buenos Aires","Pfizer Pediátrica",0,20090,9680,134365,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954410,5265241,1662,11011
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315690,2693048,6256,856230
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728303,762896,204570,506683
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65721,197,0,0
"02","CABA","Cansino Ad5 nCoV",29919,0,1671,44,51015
"02","CABA","Moderna ARNm",0,35706,278965,1490,1980761
"02","CABA","Moderna Pediátrica",0,10328,4059,0,15517
"02","CABA","Pfizer BioNTech Comirnaty",0,193191,219772,62880,1272510
"02","CABA","Pfizer Pediátrica",0,2563,1944,1575,85200
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018835,966805,1667,5334
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896663,627481,231,14031
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86658,86576,18029,59356
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2581,0,1032,328,47813
"10","Catamarca","Moderna ARNm",0,7707,24218,403,127625
"10","Catamarca","Moderna Pediátrica",0,4568,1713,0,5935
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33556,30734,863,88423
"10","Catamarca","Pfizer Pediátrica",0,34,56,42,14088
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171245,157052,43,594
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96761,73672,1649,28993
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240383,220392,29270,92234
