"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",576892,70036
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",249639,117
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",683051,624559
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",2411710,330906
"02","CABA","AstraZeneca ChAdOx1 S recombinante",147140,46827
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",64985,168
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",141236,129337
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",573207,116949
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",13196,2030
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4470,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",20858,17746
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",54450,11074
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",23796,16103
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15162,436
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",57890,35664
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",140500,25441
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",13981,5582
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11277,587
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",31132,24375
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",68456,11983
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",24607,11611
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",18830,289
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",59877,35362
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",137361,18366
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",150224,38199
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43469,77
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",147239,133794
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",507380,71354
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",34408,8867
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",16572,145
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",74350,58034
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",155857,29037
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",19495,4278
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7297,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",30203,20571
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",70024,9095
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",19831,3506
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13846,235
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",43346,19209
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",76684,17199
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",17292,6113
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4550,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",22409,21460
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",52693,9628
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",7984,5710
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7155,99
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",22473,17300
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",51262,9865
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",74551,7988
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",23912,402
