"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647381,4021346,833220,1118775
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251396,381,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89240,0,7173,1527,70675
"06","Buenos Aires","Moderna ARNm",0,407980,1208674,3186,2331604
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1368242,1441894,77647,5243764
"06","Buenos Aires","Pfizer Pediátrica",0,16833,6515,67472,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5934877,5226548,1662,8151
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315227,2691078,6259,812505
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726816,761241,204620,495765
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65531,190,0,0
"02","CABA","Cansino Ad5 nCoV",29641,0,1451,45,48545
"02","CABA","Moderna ARNm",0,27731,266355,1490,982150
"02","CABA","Pfizer BioNTech Comirnaty",0,192286,218457,62890,1243956
"02","CABA","Pfizer Pediátrica",0,2097,1468,897,40682
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1013485,959076,1677,4985
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895848,626503,232,7829
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86627,86479,18029,58789
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2554,0,989,328,46344
"10","Catamarca","Moderna ARNm",0,7563,23757,403,67571
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33520,30587,863,74193
"10","Catamarca","Pfizer Pediátrica",0,18,35,30,10646
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170577,155467,43,468
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96736,73564,1649,23321
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239807,219691,29277,90288
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15536,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10871,0,648,212,16169
"22","Chaco","Moderna ARNm",0,29798,66446,1400,80461
"22","Chaco","Pfizer BioNTech Comirnaty",0,68040,56364,7795,137963
"22","Chaco","Pfizer Pediátrica",0,531,129,121,1138
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,387777,304197,444,2432
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258020,181406,4471,52587
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132726,128545,20533,45420
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11923,660,0,0
"26","Chubut","Cansino Ad5 nCoV",3344,0,264,52,4168
"26","Chubut","Moderna ARNm",0,20331,32499,1220,42767
"26","Chubut","Pfizer BioNTech Comirnaty",0,32977,39077,4521,123366
"26","Chubut","Pfizer Pediátrica",0,352,116,9,1117
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172464,140216,175,598
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136770,100115,906,14861
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193883,185414,17689,140122
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19885,485,0,0
"18","Corrientes","Cansino Ad5 nCoV",10623,0,242,71,33685
"18","Corrientes","Moderna ARNm",0,27338,59986,393,97693
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83007,80143,1794,232337
"18","Corrientes","Pfizer Pediátrica",0,171,50,18,20565
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,426482,361943,66,2034
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268327,193805,16,36080
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809030,824427,184120,655222
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44129,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",38092,0,5712,32,10974
"14","Córdoba","Moderna ARNm",0,45289,260323,36,460218
"14","Córdoba","Pfizer BioNTech Comirnaty",0,282599,256183,16586,698248
"14","Córdoba","Pfizer Pediátrica",0,1445,766,93,11425
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1249797,1131279,517,8040
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939873,627406,4076,96454
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291870,287060,72093,176552
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17376,366,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",13923,0,475,14,4487
"30","Entre Ríos","Moderna ARNm",0,23328,84749,217,141098
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97775,85646,7715,234984
"30","Entre Ríos","Pfizer Pediátrica",0,186,70,28,7963
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,482062,425140,304,1252
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,325051,233120,3782,82965
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129360,156120,231069,76245
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7385,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7158,0,0,13,2585
"34","Formosa","Moderna ARNm",0,40211,8192,155,69336
"34","Formosa","Pfizer BioNTech Comirnaty",0,26488,55970,21471,79425
"34","Formosa","Pfizer Pediátrica",0,17,66,95,9601
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,234596,208772,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138055,89131,2986,7582
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165287,159015,31956,52153
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14031,292,0,0
"38","Jujuy","Cansino Ad5 nCoV",1573,0,1585,36,29197
"38","Jujuy","Moderna ARNm",0,25365,37767,1542,48552
"38","Jujuy","Pfizer BioNTech Comirnaty",0,57727,71401,14715,145948
"38","Jujuy","Pfizer Pediátrica",0,2184,431,59,3330
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,277311,215608,439,1041
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154314,125456,12806,38774
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69241,76493,37279,44808
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2890,0,0,0,2893
"42","La Pampa","Moderna ARNm",0,6150,25879,0,68805
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27699,27344,4686,138508
"42","La Pampa","Pfizer Pediátrica",0,194,97,0,5325
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,135664,130372,0,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89487,61892,330,15104
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78745,79491,21300,30326
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7267,124,0,0
"46","La Rioja","Cansino Ad5 nCoV",3141,0,48,0,4162
"46","La Rioja","Moderna ARNm",0,10312,26462,1893,56135
"46","La Rioja","Pfizer BioNTech Comirnaty",0,30292,35276,10362,102348
"46","La Rioja","Pfizer Pediátrica",0,33,33,303,2726
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",0,140181,125266,56,360
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",0,95075,69985,4327,22940
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",0,441455,430002,43468,288205
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",0,25657,469,0,0
"50","Mendoza","Cansino Ad5 nCoV",11204,0,1566,52,35982
