"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",119175,68867
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",33170,16506
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",3408,2393
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",8181,5877
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",3414,1705
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",7780,3741
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",25365,19446
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",10401,5236
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",3363,3147
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",5808,4333
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",3815,2031
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",3636,2566
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",11336,5108
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",5644,4213
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",6249,2612
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",5946,4039
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",9839,6465
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",5450,2082
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",4051,2721
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",3421,1928
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",24099,13190
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",6212,4056
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",1768,893
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",11444,7048
