"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3304991,1601194
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250742,309
"06","Buenos Aires","Moderna ARNm",87596,519620
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3221819,1422233
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3682445,1128262
"02","CABA","AstraZeneca ChAdOx1 S recombinante",655083,389878
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65361,184
"02","CABA","Moderna ARNm",15075,175285
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",617485,378762
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",821426,257613
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",81940,26110
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4656,3
"10","Catamarca","Moderna ARNm",4265,11495
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",99628,21756
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",86493,26889
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",214368,92965
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15324,586
"22","Chaco","Moderna ARNm",14788,19814
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",170821,89643
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",221600,63850
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",118965,44864
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11724,610
"26","Chubut","Moderna ARNm",3065,6995
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",92405,54622
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",116994,41079
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",160725,81318
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19669,388
"18","Corrientes","Moderna ARNm",13285,24885
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",231534,83632
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",214730,61626
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",743579,376524
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43658,67
"14","Córdoba","Moderna ARNm",17003,103357
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",710523,406676
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",798599,245186
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",259283,100467
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17171,332
"30","Entre Ríos","Moderna ARNm",6490,20700
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",264761,120206
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",259736,77398
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",115767,56604
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7344,1
"34","Formosa","Moderna ARNm",29425,11
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",134236,59689
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",120007,36174
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",156226,60948
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13967,286
"38","Jujuy","Moderna ARNm",6290,6968
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",150285,61776
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",149264,55363
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",66086,46980
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4566,0
"42","La Pampa","Moderna ARNm",3443,16479
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",78289,52343
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",79152,27413
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",73623,33944
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7204,108
"46","La Rioja","Moderna ARNm",7323,11511
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",82907,44428
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",84298,28157
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",388317,202257
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",25169,412
"50","Mendoza","Moderna ARNm",6272,55656
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",325300,167917
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",410826,126506
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",194821,111838
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",16517,790
"54","Misiones","Moderna ARNm",23371,6051
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",139412,67562
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",207050,66563
"58","Neuquén","AstraZeneca ChAdOx1 S recombinante",135230,56939
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",12574,58
"58","Neuquén","Moderna ARNm",5475,18162
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",125015,69529
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",140218,47978
"62","Río Negro","AstraZeneca ChAdOx1 S recombinante",136783,72643
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",13956,89
"62","Río Negro","Moderna ARNm",4632,25134
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",167870,70744
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",151170,52907
"66","Salta","AstraZeneca ChAdOx1 S recombinante",280579,107261
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",17829,50
"66","Salta","Moderna ARNm",9076,25136
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",172008,79221
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",268245,88693
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",141429,71690
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",8806,12
"70","San Juan","Moderna ARNm",6347,21986
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",143704,90068
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",169222,52281
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",96923,61720
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6826,0
"74","San Luis","Moderna ARNm",4127,9935
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",103466,72324
