"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",209289,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",307737,0
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",455592,235422
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",56020,118
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",57892,14
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",132093,65431
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4101,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",7311,1
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",12178,5752
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",13665,10
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",14254,6
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",27818,14214
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",5859,0
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",7807,1
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",17108,5287
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",11966,2
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",6221,2
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",27242,11241
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",41196,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",50612,0
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",114063,47798
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",15144,2
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",8877,1
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",33172,15903
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7225,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",11364,0
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",11999,7596
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",9185,2
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",5564,57
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",19495,10605
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4409,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",7804,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",13182,6427
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",4921,0
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",5452,0
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",12776,6204
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",17298,6
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",16233,12
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",61290,15176
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",14104,30
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",18736,31
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",21707,10212
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",5854,0
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",10271,0
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",21254,9100
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",8513,0
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",11215,1
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",18524,10332
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",16961,0
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",17948,3
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",36103,16563
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",7938,0
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",8776,1
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",19359,7357
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6798,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",9878,0
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",18458,8544
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",3721,0
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",6224,0
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",11341,5876
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",37482,22
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",55444,36
