"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3351175,2225892
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250958,311
"06","Buenos Aires","Moderna ARNm",171475,771193
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3438996,2377163
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3866844,1281363
"02","CABA","AstraZeneca ChAdOx1 S recombinante",658402,559110
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65234,183
"02","CABA","Moderna ARNm",17386,221239
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",624534,541040
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",862570,327752
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",83996,43951
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4744,4
"10","Catamarca","Moderna ARNm",3844,17344
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",106313,35113
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",91738,36122
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",218095,133865
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15341,590
"22","Chaco","Moderna ARNm",20154,30616
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",193309,112837
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",228653,84828
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",119535,76651
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11727,613
"26","Chubut","Moderna ARNm",5075,16687
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",98168,66848
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",126312,50778
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",166437,110012
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19673,389
"18","Corrientes","Moderna ARNm",20032,35562
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",241745,122190
