"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3350477,2215949
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250951,311
"06","Buenos Aires","Moderna ARNm",170487,759247
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3429580,2306715
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3861059,1272551
"02","CABA","AstraZeneca ChAdOx1 S recombinante",658190,537682
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65215,184
"02","CABA","Moderna ARNm",17379,220800
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",623580,538038
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",860918,327290
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",83875,42049
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4744,4
"10","Catamarca","Moderna ARNm",3582,17288
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",106013,33379
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",91694,36062
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",218033,131237
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15344,590
"22","Chaco","Moderna ARNm",19976,29902
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",191494,111168
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",228245,83970
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",119521,75539
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11727,613
"26","Chubut","Moderna ARNm",4982,14737
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",97661,66288
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",126044,49825
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",166321,108561
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19673,389
"18","Corrientes","Moderna ARNm",19927,35007
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",241099,120247
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",229685,76397
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",751774,547940
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43701,70
"14","Córdoba","Moderna ARNm",19628,195052
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",735265,603185
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",855903,321694
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",262629,144259
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17179,331
"30","Entre Ríos","Moderna ARNm",8216,36406
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",277438,163908
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",278224,98896
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",116473,91513
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7345,1
"34","Formosa","Moderna ARNm",35810,3574
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",135911,99576
