"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647233,4021084,833236,1113079
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251396,381,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89141,0,6668,1527,64724
"06","Buenos Aires","Moderna ARNm",0,406157,1202915,3186,2176379
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1367861,1441123,77647,5231913
"06","Buenos Aires","Pfizer Pediátrica",0,16394,6080,56097,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5933575,5222820,1663,7996
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4314895,2690998,6261,811643
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726712,760986,204637,468681
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65530,190,0,0
"02","CABA","Cansino Ad5 nCoV",29637,0,1444,45,48511
"02","CABA","Moderna ARNm",0,27284,265362,1490,831676
"02","CABA","Pfizer BioNTech Comirnaty",0,192221,218259,62902,1234087
"02","CABA","Pfizer Pediátrica",0,1874,1096,722,13156
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1013106,957959,1678,4935
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895828,626478,232,7796
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86629,86468,18029,58481
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2535,0,981,328,45980
"10","Catamarca","Moderna ARNm",0,7545,23659,403,55538
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33512,30542,863,70120
"10","Catamarca","Pfizer Pediátrica",0,12,20,17,7417
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170453,155140,43,425
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96735,73552,1649,23234
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239740,219570,29278,89708
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15536,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10817,0,603,212,15381
"22","Chaco","Moderna ARNm",0,29713,66204,1400,74343
"22","Chaco","Pfizer BioNTech Comirnaty",0,67942,56168,7795,136176
"22","Chaco","Pfizer Pediátrica",0,511,117,45,770
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,387320,303541,444,2383
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257960,181243,4471,52374
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132713,128494,20534,44566
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11922,659,0,0
"26","Chubut","Cansino Ad5 nCoV",3321,0,252,52,3987
"26","Chubut","Moderna ARNm",0,20273,32399,1218,39398
"26","Chubut","Pfizer BioNTech Comirnaty",0,32923,38976,4521,121679
"26","Chubut","Pfizer Pediátrica",0,332,100,3,674
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172372,139913,175,585
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136758,100097,906,14687
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193848,185246,17689,139202
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19884,477,0,0
"18","Corrientes","Cansino Ad5 nCoV",10561,0,235,71,32569
"18","Corrientes","Moderna ARNm",0,27290,59782,393,85766
"18","Corrientes","Pfizer BioNTech Comirnaty",0,82900,79712,1794,218299
"18","Corrientes","Pfizer Pediátrica",0,114,24,9,12389
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,425823,360296,66,1642
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268236,193542,16,33989
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,808945,824212,184146,650099
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44129,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",38078,0,5703,32,10911
"14","Córdoba","Moderna ARNm",0,44870,259506,36,416365
"14","Córdoba","Pfizer BioNTech Comirnaty",0,282428,255343,16587,688626
"14","Córdoba","Pfizer Pediátrica",0,1396,719,70,8891
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1249243,1129987,517,7951
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939812,627331,4076,96309
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291832,286920,72093,175609
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17374,365,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",13911,0,470,14,4443
"30","Entre Ríos","Moderna ARNm",0,23273,84652,217,129551
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97698,85422,7715,230284
"30","Entre Ríos","Pfizer Pediátrica",0,152,62,17,4464
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,481791,424329,304,1215
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,324963,233008,3782,80063
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129359,156106,231069,75828
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7385,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7142,0,0,13,2376
"34","Formosa","Moderna ARNm",0,40149,7956,155,48624
"34","Formosa","Pfizer BioNTech Comirnaty",0,26458,55853,21471,74403
"34","Formosa","Pfizer Pediátrica",0,16,46,71,7765
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,234467,208468,372,444
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138056,89130,2986,7581
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165273,158972,31956,52020
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14031,291,0,0
"38","Jujuy","Cansino Ad5 nCoV",1504,0,1523,36,27884
"38","Jujuy","Moderna ARNm",0,25248,37309,1542,38507
"38","Jujuy","Pfizer BioNTech Comirnaty",0,57676,71256,14714,144868
"38","Jujuy","Pfizer Pediátrica",0,2145,387,53,2248
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,277096,215097,439,1004
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154313,125451,12807,38768
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69240,76493,37279,44454
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2889,0,0,0,2860
"42","La Pampa","Moderna ARNm",0,6129,25850,0,60546
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27670,27344,4686,137739
"42","La Pampa","Pfizer Pediátrica",0,186,90,0,4763
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,135617,130296,0,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89484,61887,330,14966
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78737,79476,21300,30264
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7267,124,0,0
"46","La Rioja","Cansino Ad5 nCoV",3138,0,45,0,3887
"46","La Rioja","Moderna ARNm",0,10302,26395,1893,50273
"46","La Rioja","Pfizer BioNTech Comirnaty",0,30285,35267,10362,101211
"46","La Rioja","Pfizer Pediátrica",0,26,23,235,1976
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",0,140097,125112,56,347
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",0,95066,69972,4328,22934
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",0,441232,429728,43468,287758
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",0,25657,469,0,0
"50","Mendoza","Cansino Ad5 nCoV",11107,0,1522,52,34446
"50","Mendoza","Moderna ARNm",0,29354,140677,185,170289
"50","Mendoza","Pfizer BioNTech Comirnaty",0,150275,150244,6848,347182
"50","Mendoza","Pfizer Pediátrica",0,3340,491,27,6429
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",0,612722,518863,300,1859
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",0,473251,300467,3162,115067
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",0,227587,241328,87996,60633
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",0,16848,818,0,0
"54","Misiones","Cansino Ad5 nCoV",7560,0,86,49,678
"54","Misiones","Moderna ARNm",0,42351,54913,1049,12209
"54","Misiones","Pfizer BioNTech Comirnaty",0,59763,59819,15128,114876
"54","Misiones","Pfizer Pediátrica",0,1457,332,21,344
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",0,346148,270617,1083,4536
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",0,257574,174970,27766,51290
"58","Neuquén","AstraZeneca ChAdOx1 S recombinante",0,142461,146342,24562,71415
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",0,12797,67,0,0
"58","Neuquén","Cansino Ad5 nCoV",10399,0,2349,1,53944
"58","Neuquén","Moderna ARNm",0,13388,43486,67,54292
"58","Neuquén","Pfizer BioNTech Comirnaty",0,50386,46380,3374,111750
"58","Neuquén","Pfizer Pediátrica",0,246,94,8,1234
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",0,235211,209529,87,499
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",0,172886,125346,1722,55909
"62","Río Negro","AstraZeneca ChAdOx1 S recombinante",0,147272,155736,38875,62256
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",0,14011,93,0,0
"62","Río Negro","Cansino Ad5 nCoV",4013,0,568,42,10292
"62","Río Negro","Moderna ARNm",0,10784,51442,6624,75959
"62","Río Negro","Pfizer BioNTech Comirnaty",0,55396,53126,26625,140820
"62","Río Negro","Pfizer Pediátrica",0,639,176,3,1042
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",0,276974,243596,590,1709
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",0,177561,117782,16150,32562
"66","Salta","AstraZeneca ChAdOx1 S recombinante",0,311296,275646,23087,25497
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",0,17983,66,0,0
"66","Salta","Cansino Ad5 nCoV",3765,0,214,476,7722
"66","Salta","Moderna ARNm",0,33724,92648,4505,128654
"66","Salta","Pfizer BioNTech Comirnaty",0,103483,108443,17393,261932
"66","Salta","Pfizer Pediátrica",0,2893,720,25,3627
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",0,414900,331249,277,880
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",0,300027,205826,10561,53072
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",0,157678,165523,24464,55895
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",0,8871,13,0,0
"70","San Juan","Cansino Ad5 nCoV",7086,0,932,362,26704
"70","San Juan","Moderna ARNm",0,18894,43523,665,78676
"70","San Juan","Pfizer BioNTech Comirnaty",0,58237,51314,7353,108671
"70","San Juan","Pfizer Pediátrica",0,357,114,5,3296
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",0,262341,235263,53,400
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",0,197730,136913,6125,51159
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",0,99368,106947,37241,54874
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",0,6829,0,0,0
"74","San Luis","Cansino Ad5 nCoV",6124,0,865,1,25731
"74","San Luis","Moderna ARNm",0,8947,31763,430,106829
"74","San Luis","Pfizer BioNTech Comirnaty",0,38566,36952,12270,169874
"74","San Luis","Pfizer Pediátrica",0,93,29,0,10448
