"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",207924,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",300365,1
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",404989,193426
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",55552,114
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",47174,13
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",121799,58362
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",3932,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",7216,1
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",11125,5132
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",13312,10
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",12994,4
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",25353,13362
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",5768,1
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",6094,0
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",15182,4738
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",11882,2
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",5281,2
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",23878,9917
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",41184,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",48885,0
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",109744,44740
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",14830,2
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",6988,1
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",29726,13748
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7229,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",10672,0
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",11962,7181
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",9011,2
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",3598,57
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",16076,10579
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4386,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",7695,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",12693,6365
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",4920,0
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",4403,0
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",11139,5887
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",16388,6
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",15208,11
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",54560,14439
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",13357,29
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",16397,24
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",19559,8595
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",5853,0
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",9838,0
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",18866,8693
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",8484,0
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",9589,0
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",14899,9218
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",16878,0
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",16021,2
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",32585,15522
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",7934,0
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",7553,0
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",16556,6609
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6768,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",9878,0
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",17314,5588
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",3703,0
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",5831,0
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",10277,5452
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",37086,21
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",52808,34
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",89204,38627
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",10144,1
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",9975,0
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",16872,7419
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",1620,0
"94","Tierra del Fuego","Sinopharm Vacuna SARSCOV 2 inactivada",1558,0
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",4148,2817
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",18950,0
"90","Tucumán","Sinopharm Vacuna SARSCOV 2 inactivada",12586,0
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",45041,19150
