"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3645651,4017177,833467,1014461
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251387,378,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88315,0,2013,1528,38073
"06","Buenos Aires","Moderna ARNm",0,397145,1172104,3183,1099572
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1350767,1385380,77673,4041960
"06","Buenos Aires","Pfizer Pediátrica",0,10162,917,254,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5914292,5146197,1669,5116
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4306654,2690317,6267,801218
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,725957,759310,204694,435739
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65504,188,0,0
"02","CABA","Cansino Ad5 nCoV",29331,0,449,45,45710
"02","CABA","Moderna ARNm",0,24828,259501,1491,353003
"02","CABA","Pfizer BioNTech Comirnaty",0,189896,212599,62911,944157
"02","CABA","Pfizer Pediátrica",0,1061,392,7,0
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1009759,950239,1663,4228
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895752,626005,232,5189
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86570,86207,18069,50148
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4818,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2388,0,752,328,29861
"10","Catamarca","Moderna ARNm",0,7489,23333,403,17619
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33265,29274,870,39106
"10","Catamarca","Pfizer Pediátrica",0,0,1,0,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,169678,153159,44,271
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96684,73387,1659,22340
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239195,218268,29285,77631
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15522,767,0,0
"22","Chaco","Cansino Ad5 nCoV",10106,0,266,209,6875
"22","Chaco","Moderna ARNm",0,29399,65315,1403,45083
"22","Chaco","Pfizer BioNTech Comirnaty",0,66703,53670,7795,101253
"22","Chaco","Pfizer Pediátrica",0,365,31,11,0
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,384071,296700,443,1778
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257688,180809,4474,49714
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132544,128063,20564,39104
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11902,652,0,0
"26","Chubut","Cansino Ad5 nCoV",3100,0,201,53,2628
"26","Chubut","Moderna ARNm",0,20091,31949,1217,23640
"26","Chubut","Pfizer BioNTech Comirnaty",0,32396,37547,4515,80774
"26","Chubut","Pfizer Pediátrica",0,221,20,1,0
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,171804,138090,176,437
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136688,99937,907,13792
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193589,184115,17689,121373
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19876,470,0,0
"18","Corrientes","Cansino Ad5 nCoV",10198,0,133,71,20636
"18","Corrientes","Moderna ARNm",0,27214,59278,393,50041
"18","Corrientes","Pfizer BioNTech Comirnaty",0,82396,77111,1794,158678
"18","Corrientes","Pfizer Pediátrica",0,38,4,0,0
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,423582,353753,66,992
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,267752,192789,16,28244
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,808215,822504,184778,587017
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44131,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",37221,0,723,32,9614
"14","Córdoba","Moderna ARNm",0,43573,256441,36,156957
"14","Córdoba","Pfizer BioNTech Comirnaty",0,280570,230153,16738,538127
"14","Córdoba","Pfizer Pediátrica",0,1101,241,4,0
