"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",15816,0
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",219108,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",378652,0
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",954926,268050
"02","CABA","AstraZeneca ChAdOx1 S recombinante",17368,1
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",62308,116
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",111188,60
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",229408,84631
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",2062,2
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4355,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",12655,4
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",24235,6315
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",4824,2
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",14630,49
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",25302,62
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",65857,16389
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",1528,0
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",7602,49
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",12117,3
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",32299,8099
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",15789,12
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",18445,10
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",53370,15104
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",18543,0
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",42542,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",131633,7
