"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648106,4022071,832921,1120856
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251403,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90206,0,7693,1530,107426
"06","Buenos Aires","Moderna ARNm",0,419749,1244220,3185,3224386
"06","Buenos Aires","Moderna Pediátrica",0,8867,1390,0,2475
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1370084,1444758,77619,5271022
"06","Buenos Aires","Pfizer Pediátrica",0,19227,8444,121121,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5949840,5256606,1662,10316
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315616,2692812,6256,851525
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728005,762416,204582,505975
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65648,196,0,0
"02","CABA","Cansino Ad5 nCoV",29752,0,1508,44,50382
"02","CABA","Moderna ARNm",0,32047,274640,1490,1488882
"02","CABA","Moderna Pediátrica",0,4823,1543,0,11843
"02","CABA","Pfizer BioNTech Comirnaty",0,192540,219023,62883,1260040
"02","CABA","Pfizer Pediátrica",0,2436,1886,1564,84928
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018393,965770,1668,5233
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896559,627375,231,13789
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86651,86540,18029,59253
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2577,0,1017,328,47586
"10","Catamarca","Moderna ARNm",0,7645,24063,403,95386
"10","Catamarca","Moderna Pediátrica",0,2216,213,0,2240
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33545,30701,863,82478
"10","Catamarca","Pfizer Pediátrica",0,30,55,41,14001
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171106,156450,43,533
