"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3138813,639767
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250659,310
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",2034962,678906
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3508167,876089
"02","CABA","AstraZeneca ChAdOx1 S recombinante",641170,140021
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65350,186
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",440092,224253
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",746349,203576
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",70822,12196
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4550,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",52624,19885
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",78322,19764
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",198095,31155
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15276,556
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",113923,56736
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",205806,52587
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",103283,18367
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11688,608
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",70367,30737
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",109605,29149
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",146399,51328
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19664,390
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",143096,54232
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",205203,46798
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",702091,125288
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",44035,89
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",515723,143532
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",724936,181351
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",233242,41909
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17049,330
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",156833,70324
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",242858,60582
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",112673,10950
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7331,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",89657,23756
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",107778,23557
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",138334,24775
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13962,280
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",93390,40329
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",138670,41451
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",64613,14853
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4557,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",54644,34511
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",72026,20225
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",63716,13935
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7198,108
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",60394,21417
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",77336,21605
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",355679,60437
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",25014,411
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",228564,69286
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",392709,93514
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",168445,38124
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",16452,789
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",85700,52983
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",187412,50010
"58","Neuquén","AstraZeneca ChAdOx1 S recombinante",128572,24734
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",12402,60
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",104631,42228
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",129859,38082
"62","Río Negro","AstraZeneca ChAdOx1 S recombinante",122328,29661
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",13912,89
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",116210,43744
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",141248,40668
"66","Salta","AstraZeneca ChAdOx1 S recombinante",253668,37917
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",17811,50
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",114095,48526
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",253297,65988
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",133200,28098
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",8832,12
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",103699,31108
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",158384,38939
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",96484,20302
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6826,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",84677,32360
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",99315,29265
"78","Santa Cruz","AstraZeneca ChAdOx1 S recombinante",40443,10514
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",5896,714
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",46115,18349
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",71886,20284
"82","Santa Fe","AstraZeneca ChAdOx1 S recombinante",674478,122033
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",41219,52
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",495340,135764
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",701754,174538
"86","Santiago del Estero","AstraZeneca ChAdOx1 S recombinante",170485,23332
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",11826,1124
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",153434,46326
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",182953,47079
"94","Tierra del Fuego","AstraZeneca ChAdOx1 S recombinante",31376,3380
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",2724,746
"94","Tierra del Fuego","Sinopharm Vacuna SARSCOV 2 inactivada",22127,9922
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",33923,10184
"90","Tucumán","AstraZeneca ChAdOx1 S recombinante",285479,73912
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",20536,58
"90","Tucumán","Sinopharm Vacuna SARSCOV 2 inactivada",213559,62183
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",327312,85026
