"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3390009,3545476
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",251004,323
"06","Buenos Aires","Cansino Ad5 nCoV",12479,0
"06","Buenos Aires","Moderna ARNm",268140,893407
"06","Buenos Aires","Pfizer BioNTech Comirnaty",144392,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3566479,2962916
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",4023129,2070745
"02","CABA","AstraZeneca ChAdOx1 S recombinante",669603,681232
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65222,183
"02","CABA","Cansino Ad5 nCoV",25545,0
"02","CABA","Moderna ARNm",19161,242823
"02","CABA","Pfizer BioNTech Comirnaty",22328,14835
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",681575,606182
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",888321,474956
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",84782,68947
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4751,4
"10","Catamarca","Cansino Ad5 nCoV",1000,0
"10","Catamarca","Moderna ARNm",6892,19623
"10","Catamarca","Pfizer BioNTech Comirnaty",2231,13
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",109455,79592
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",93747,52094
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",225404,170939
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15358,601
"22","Chaco","Cansino Ad5 nCoV",177,0
"22","Chaco","Moderna ARNm",23546,47603
"22","Chaco","Pfizer BioNTech Comirnaty",4276,139
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",218762,144221
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",239112,125365
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",120197,106523
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11740,614
"26","Chubut","Cansino Ad5 nCoV",34,0
"26","Chubut","Moderna ARNm",15601,23393
"26","Chubut","Pfizer BioNTech Comirnaty",3768,7
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",104954,79596
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",130951,71002
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",174180,133444
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19699,397
"18","Corrientes","Cansino Ad5 nCoV",2631,0
"18","Corrientes","Moderna ARNm",24340,48941
"18","Corrientes","Pfizer BioNTech Comirnaty",5849,805
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",250335,171863
