"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3637535,4008602,834576,988963
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251145,350,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",78410,0,0,1527,25260
"06","Buenos Aires","Moderna ARNm",0,346064,1036548,3186,241587
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1200102,1017763,78241,2067503
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5693201,4745844,1677,2635
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4240187,2641158,6291,374796
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,719186,748380,204810,343413
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65477,186,0,0
"02","CABA","Cansino Ad5 nCoV",26584,0,0,45,3695
"02","CABA","Moderna ARNm",0,19573,249000,1455,162639
"02","CABA","Pfizer BioNTech Comirnaty",0,179868,183737,62907,399285
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,972514,882157,1566,798
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,894754,615673,241,286
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86173,84788,17904,29330
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4813,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",1665,0,0,120,3489
"10","Catamarca","Moderna ARNm",0,7397,22706,273,6375
"10","Catamarca","Pfizer BioNTech Comirnaty",0,32123,23899,802,13966
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,167049,143335,44,110
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96395,72021,1612,14650
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,237281,212831,29188,63349
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15506,758,0,0
"22","Chaco","Cansino Ad5 nCoV",5836,0,0,164,1729
"22","Chaco","Moderna ARNm",0,27387,60471,1186,17786
"22","Chaco","Pfizer BioNTech Comirnaty",0,57119,37326,7514,62864
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,354442,252214,435,953
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,254836,173352,4050,28306
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,131674,125862,20460,33716
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11863,650,0,0
"26","Chubut","Cansino Ad5 nCoV",920,0,0,52,1390
"26","Chubut","Moderna ARNm",0,19446,29670,1118,12883
"26","Chubut","Pfizer BioNTech Comirnaty",0,27796,26499,4302,42275
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,163772,124997,173,348
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,135951,97286,888,9765
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,191256,176103,17551,106807
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19856,452,0,0
"18","Corrientes","Cansino Ad5 nCoV",6922,0,0,50,1844
"18","Corrientes","Moderna ARNm",0,26336,56360,310,19962
"18","Corrientes","Pfizer BioNTech Comirnaty",0,74334,60345,1680,95461
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,404113,315299,66,526
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,262635,179610,16,193
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,804750,805187,185065,471779
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44131,124,0,0
"14","Córdoba","Cansino Ad5 nCoV",27803,0,0,32,2319
"14","Córdoba","Moderna ARNm",0,41501,249432,36,8001
"14","Córdoba","Pfizer BioNTech Comirnaty",0,259405,205627,16755,261287
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1208094,1051313,548,3680
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,931446,616632,4026,53172
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,289019,277652,70867,127667
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17336,359,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",10070,0,0,13,58
"30","Entre Ríos","Moderna ARNm",0,21776,80794,123,6922
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,89857,69058,6401,59042
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,459804,377000,300,521
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,319802,219403,3508,10621
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,128220,157156,241726,42409
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7382,7,0,0
"34","Formosa","Cansino Ad5 nCoV",4752,0,0,13,1
"34","Formosa","Moderna ARNm",0,39050,5164,161,227
"34","Formosa","Pfizer BioNTech Comirnaty",0,23695,51277,21499,8688
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,226882,192481,393,327
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,137010,87109,3032,2178
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,164430,156044,31768,32291
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14010,289,0,0
"38","Jujuy","Cansino Ad5 nCoV",140,0,0,1,85
"38","Jujuy","Moderna ARNm",0,22876,31687,1220,5080
"38","Jujuy","Pfizer BioNTech Comirnaty",0,47974,42911,14120,38991
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,261402,181475,439,292
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154171,122012,12620,18923
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69101,76227,37273,27720
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
