"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",416426,0
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",227691,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",667861,22638
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",1530301,273527
"02","CABA","AstraZeneca ChAdOx1 S recombinante",75714,36
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",64610,180
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",138585,47008
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",384077,109752
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",8448,47
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4385,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",19956,3640
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",32533,6449
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",13335,5897
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",14938,310
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",51236,2311
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",77641,23375
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",10837,351
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",9440,190
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",26583,1335
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",40503,11064
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",13859,52
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",18329,58
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",48314,730
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",74286,15459
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",72195,7304
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",42784,25
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",145038,24002
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",305104,70596
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",26380,163
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",16207,101
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",65045,3118
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",92019,24077
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",12926,2
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7259,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",29535,2718
