"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",50261,0
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",220377,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",627808,1
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",1105864,269470
"02","CABA","AstraZeneca ChAdOx1 S recombinante",17620,1
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",63067,111
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",129251,72
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",293377,98285
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",2062,2
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4380,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",18274,845
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",24613,6375
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",6086,1
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",14796,124
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",36515,168
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",68544,17071
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",2075,10
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",8108,98
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",20079,124
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",33683,8194
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",17088,12
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",28445,283
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",60615,15333
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",19251,0
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",42618,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",141672,14
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",242855,65743
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",4536,5
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",15917,90
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",38515,592
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",78417,20691
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",3051,0
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7257,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",28817,1814
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",34910,8039
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",1,0
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13361,130
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",19799,627
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",44993,14390
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",2191,0
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4502,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",20276,3
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",24339,8109
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7106,27
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",16340,2
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",26623,7516
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",7717,10
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",21335,171
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",49447,257
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",126470,19516
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",4257,22
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",14822,38
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",30345,52
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",57220,14122
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",8241,0
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",20755,649
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",38516,13524
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",12590,16
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",27032,38
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",46406,12504
"66","Salta","AstraZeneca ChAdOx1 S recombinante",6313,19
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",17336,0
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",38232,40
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",79372,20055
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",9,0
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",8692,6
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",19214,48
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",59241,12002
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",3080,0
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6812,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",27053,0
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",34946,13646
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",4647,177
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",11603,180
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",23466,6445
"82","Santa Fe","AstraZeneca ChAdOx1 S recombinante",17330,16
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",40133,23
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",110255,68
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",234172,58675
"86","Santiago del Estero","AstraZeneca ChAdOx1 S recombinante",3183,18
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",11042,3
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",26938,171
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",52671,11989
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",2593,201
"94","Tierra del Fuego","Sinopharm Vacuna SARSCOV 2 inactivada",5063,1013
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",11757,3677
"90","Tucumán","AstraZeneca ChAdOx1 S recombinante",91,5659
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",20062,0
"90","Tucumán","Sinopharm Vacuna SARSCOV 2 inactivada",39017,4606
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",93533,27772
