"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648215,4022162,832914,1120907
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251405,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90284,0,7726,1530,110224
"06","Buenos Aires","Moderna ARNm",0,421383,1249090,3185,3294953
"06","Buenos Aires","Moderna Pediátrica",0,21833,4575,0,5255
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1370701,1446049,77618,5281945
"06","Buenos Aires","Pfizer Pediátrica",0,19504,8676,124895,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5952337,5261502,1662,10659
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315657,2692997,6256,855886
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728061,762499,204579,506076
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65658,197,0,0
"02","CABA","Cansino Ad5 nCoV",29857,0,1645,44,50846
"02","CABA","Moderna ARNm",0,32657,275534,1490,1511380
"02","CABA","Moderna Pediátrica",0,6071,2296,0,12316
"02","CABA","Pfizer BioNTech Comirnaty",0,193052,219654,62882,1264877
"02","CABA","Pfizer Pediátrica",0,2442,1902,1567,84938
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018476,966012,1667,5255
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896565,627391,231,13838
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86653,86543,18029,59263
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2578,0,1032,328,47693
"10","Catamarca","Moderna ARNm",0,7659,24096,403,97964
"10","Catamarca","Moderna Pediátrica",0,3154,740,0,3375
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33551,30711,863,82978
"10","Catamarca","Pfizer Pediátrica",0,33,55,41,14038
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171168,156650,43,547
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96762,73642,1649,28942
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240217,220263,29270,91765
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15544,779,0,0
"22","Chaco","Cansino Ad5 nCoV",11276,0,817,212,20946
"22","Chaco","Moderna ARNm",0,30964,68849,1400,124834
"22","Chaco","Moderna Pediátrica",0,2495,515,0,2136
"22","Chaco","Pfizer BioNTech Comirnaty",0,68668,57477,7795,144789
"22","Chaco","Pfizer Pediátrica",0,742,267,220,3472
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,391011,310423,445,3101
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258232,181769,4471,54491
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132826,128689,20527,45749
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11933,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3583,0,364,52,5749
"26","Chubut","Moderna ARNm",0,20780,33464,1220,60258
"26","Chubut","Moderna Pediátrica",0,262,38,0,191
"26","Chubut","Pfizer BioNTech Comirnaty",0,33252,39721,4516,130789
"26","Chubut","Pfizer Pediátrica",0,423,179,27,2235
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172983,141568,174,812
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136788,100162,905,15167
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194103,185878,17689,159050
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19885,489,0,0
"18","Corrientes","Cansino Ad5 nCoV",11257,0,281,71,39156
"18","Corrientes","Moderna ARNm",0,27915,62243,393,203281
"18","Corrientes","Moderna Pediátrica",0,6480,1264,0,2765
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83257,81176,1794,259863
"18","Corrientes","Pfizer Pediátrica",0,311,218,258,36279
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,428657,368114,66,2427
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268465,194728,16,48438
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809241,824900,184035,658298
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44130,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",38342,0,5742,33,11359
"14","Córdoba","Moderna ARNm",0,48458,265824,37,644060
"14","Córdoba","Moderna Pediátrica",0,3351,769,0,2047
"14","Córdoba","Pfizer BioNTech Comirnaty",0,283282,257683,16579,709114
"14","Córdoba","Pfizer Pediátrica",0,1637,960,159,21367
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1253157,1138324,515,8448
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,940031,627683,4079,98613
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,292024,287413,72091,178649
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17379,368,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14025,0,497,14,5116
"30","Entre Ríos","Moderna ARNm",0,23833,85983,217,193335
"30","Entre Ríos","Moderna Pediátrica",0,1534,400,0,1518
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97982,86183,7714,245348
"30","Entre Ríos","Pfizer Pediátrica",0,219,113,47,13933
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,483643,429135,304,1480
