"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3643346,4014314,834313,1005429
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251339,373,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",86746,0,1127,1528,34742
"06","Buenos Aires","Moderna ARNm",0,385829,1135270,3185,821404
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1322020,1295398,77839,3431965
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5886794,5063427,1676,3817
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4279630,2686109,6270,738795
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,725366,758208,204744,399053
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65482,190,0,0
"02","CABA","Cansino Ad5 nCoV",28382,0,91,46,43320
"02","CABA","Moderna ARNm",0,22063,253356,1470,332897
"02","CABA","Pfizer BioNTech Comirnaty",0,184949,202322,62903,872295
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1004963,935541,1620,4046
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895577,624464,235,2867
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86420,85804,18079,38901
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4818,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2254,0,587,327,24541
"10","Catamarca","Moderna ARNm",0,7470,23241,403,16153
"10","Catamarca","Pfizer BioNTech Comirnaty",0,32806,27963,873,29333
"10","Catamarca","Pfizer Pediátrica",0,0,1,0,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,168919,150768,45,195
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96584,73128,1665,20940
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,238641,216685,29275,71508
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15516,763,0,0
"22","Chaco","Cansino Ad5 nCoV",9226,0,193,204,4402
"22","Chaco","Moderna ARNm",0,29210,64906,1403,42146
"22","Chaco","Pfizer BioNTech Comirnaty",0,64944,50308,7751,87703
"22","Chaco","Pfizer Pediátrica",0,25,0,6,0
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,379136,287963,442,1528
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257400,179887,4474,46768
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132265,127257,20590,36428
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11871,650,0,0
"26","Chubut","Cansino Ad5 nCoV",2736,0,143,53,1991
"26","Chubut","Moderna ARNm",0,19974,31515,1217,21154
"26","Chubut","Pfizer BioNTech Comirnaty",0,31581,35140,4498,68779
"26","Chubut","Pfizer Pediátrica",0,37,0,0,0
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,170936,135690,176,394
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136600,99478,907,13146
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193060,182551,17692,117369
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19869,466,0,0
"18","Corrientes","Cansino Ad5 nCoV",9637,0,112,71,17029
"18","Corrientes","Moderna ARNm",0,27160,58719,393,43556
"18","Corrientes","Pfizer BioNTech Comirnaty",0,81076,74354,1792,147404
"18","Corrientes","Pfizer Pediátrica",0,3,1,0,0
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,421133,346175,66,928
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,266336,188331,16,15798
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,807090,818166,184860,536447
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44134,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",35200,0,78,32,6367
"14","Córdoba","Moderna ARNm",0,43027,254491,36,119992
"14","Córdoba","Pfizer BioNTech Comirnaty",0,277778,224526,16740,487330
"14","Córdoba","Pfizer Pediátrica",0,489,11,0,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1239678,1106529,538,6199
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,938988,626349,4092,93526
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291020,284765,72090,147287
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17341,363,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",12837,0,284,13,395
"30","Entre Ríos","Moderna ARNm",0,22874,83208,212,44496
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,95715,80365,7699,153586
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,476275,409927,306,737
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,323385,229551,3783,47137
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129233,155730,241680,48016
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7385,8,0,0
"34","Formosa","Cansino Ad5 nCoV",6588,0,0,13,252
"34","Formosa","Moderna ARNm",0,39934,7214,161,5624
"34","Formosa","Pfizer BioNTech Comirnaty",0,26101,54802,21485,17899
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,233050,204954,392,424
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138020,88931,3031,7274
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,164823,157202,31958,34956
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14018,289,0,0
"38","Jujuy","Cansino Ad5 nCoV",408,0,44,13,1610
"38","Jujuy","Moderna ARNm",0,24894,36325,1539,17476
"38","Jujuy","Pfizer BioNTech Comirnaty",0,54553,60289,14592,71781
"38","Jujuy","Pfizer Pediátrica",0,98,0,0,0
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,273093,201479,443,430
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154234,125220,12798,35197
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69181,76373,37280,31142
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2877,0,0,0,0
"42","La Pampa","Moderna ARNm",0,6040,25650,0,25817
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27400,26534,4686,89651
"42","La Pampa","Pfizer Pediátrica",0,26,0,0,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,134996,128576,0,0
