"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3280534,1221431
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250748,310
"06","Buenos Aires","Moderna ARNm",74475,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3121324,1289134
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3606312,914967
"02","CABA","AstraZeneca ChAdOx1 S recombinante",653301,309153
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65365,185
"02","CABA","Moderna ARNm",13579,155042
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",603945,318805
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",754892,243132
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",80995,17176
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4628,1
"10","Catamarca","Moderna ARNm",3725,6327
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",94413,21176
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",79134,22711
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",210541,69291
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15304,582
"22","Chaco","Moderna ARNm",7109,5636
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",153070,78243
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",216612,56368
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",118533,32750
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11722,611
"26","Chubut","Moderna ARNm",1888,2948
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",87937,47248
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",113835,33681
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",157745,68510
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19671,387
"18","Corrientes","Moderna ARNm",4485,15062
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",225492,72798
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",207519,48863
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",737337,308538
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43653,67
"14","Córdoba","Moderna ARNm",14259,89688
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",696104,356283
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",733141,216672
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",254819,79091
