"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3286170,1287492
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250758,310
"06","Buenos Aires","Moderna ARNm",82908,20064
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",3153228,1293994
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3614739,939440
"02","CABA","AstraZeneca ChAdOx1 S recombinante",653471,333446
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65365,185
"02","CABA","Moderna ARNm",13626,169206
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",604268,318895
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",794784,255088
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",81091,19328
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4634,1
"10","Catamarca","Moderna ARNm",4054,6693
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",95089,21414
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",79187,22902
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",211067,74099
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15304,583
"22","Chaco","Moderna ARNm",8556,9246
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",157514,80845
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",217156,58834
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",118651,33903
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11724,611
"26","Chubut","Moderna ARNm",2100,3983
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",88932,48780
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",114092,36487
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",158596,70494
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19669,387
"18","Corrientes","Moderna ARNm",6812,17705
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",227317,74405
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",207623,53391
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",738886,319110
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",43657,67
"14","Córdoba","Moderna ARNm",14614,95359
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",700166,358123
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",756107,230303
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",256210,83115
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17108,332
"30","Entre Ríos","Moderna ARNm",5391,11368
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",257803,108883
