"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",16106,0
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",171109,111897
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",65947,25668
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",668,0
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",6130,2673
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",1636,1
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",14752,7698
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",592,0
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",6451,2934
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",1808,1
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",11884,7048
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",13348,0
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",50038,22225
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",1373,0
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",16843,9300
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",37,0
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",4139,3182
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",1507,0
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",11190,4903
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",2754,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",6682,2994
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",1491,0
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",7044,3033
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",472,2
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",16334,10087
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",5962,15
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",9583,4981
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",4459,0
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",11526,3530
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",4820,2
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",11578,5116
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",8842,1
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",18865,8623
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",1797,1
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",8397,4177
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",1316,0
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",8683,3055
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",1775,2
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",6261,2177
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",7134,5
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",46950,21555
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",114,0
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",8841,5205
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",31,0
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",3005,1337
"90","Tucumán","COVISHIELD ChAdOx1nCoV COVID 19",1575,0
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",18786,9852
