"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648238,4022192,832909,1120963
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251405,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90287,0,7727,1530,110236
"06","Buenos Aires","Moderna ARNm",0,421932,1250452,3185,3339748
"06","Buenos Aires","Moderna Pediátrica",0,24366,5842,0,6800
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1371048,1446784,77617,5297487
"06","Buenos Aires","Pfizer Pediátrica",0,19610,8735,126014,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5953298,5263141,1662,10759
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315665,2693004,6256,855968
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728071,762510,204579,506092
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65659,197,0,0
"02","CABA","Cansino Ad5 nCoV",29908,0,1667,44,50955
"02","CABA","Moderna ARNm",0,32896,275876,1490,1519418
"02","CABA","Moderna Pediátrica",0,6398,2436,0,12423
"02","CABA","Pfizer BioNTech Comirnaty",0,193133,219713,62882,1267518
"02","CABA","Pfizer Pediátrica",0,2445,1907,1568,84955
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018530,966093,1667,5261
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896587,627406,231,13844
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86654,86551,18029,59271
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2580,0,1032,328,47765
"10","Catamarca","Moderna ARNm",0,7672,24129,403,99446
"10","Catamarca","Moderna Pediátrica",0,3475,908,0,3859
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33552,30713,863,83086
"10","Catamarca","Pfizer Pediátrica",0,33,55,41,14069
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171185,156743,43,550
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96762,73642,1649,28954
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240228,220268,29270,91852
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15544,779,0,0
"22","Chaco","Cansino Ad5 nCoV",11279,0,818,212,21023
"22","Chaco","Moderna ARNm",0,31044,68976,1400,127532
"22","Chaco","Moderna Pediátrica",0,2586,562,0,2212
"22","Chaco","Pfizer BioNTech Comirnaty",0,68698,57531,7795,145259
"22","Chaco","Pfizer Pediátrica",0,748,274,221,3558
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,391099,310635,445,3142
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258236,181779,4471,54511
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132837,128695,20527,45751
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11933,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3584,0,364,52,5751
"26","Chubut","Moderna ARNm",0,20818,33544,1220,61481
"26","Chubut","Moderna Pediátrica",0,275,53,0,200
"26","Chubut","Pfizer BioNTech Comirnaty",0,33256,39728,4516,130828
"26","Chubut","Pfizer Pediátrica",0,430,179,27,2244
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173086,141617,174,818
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136795,100162,905,15167
