"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648048,4022010,832929,1120813
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251403,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90076,0,7657,1530,102829
"06","Buenos Aires","Moderna ARNm",0,418748,1241496,3185,3180951
"06","Buenos Aires","Moderna Pediátrica",0,3347,442,0,1585
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1369860,1444417,77621,5269469
"06","Buenos Aires","Pfizer Pediátrica",0,19037,8296,117916,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5948447,5254025,1662,10117
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315599,2692504,6256,843566
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728016,762354,204587,504163
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65645,195,0,0
"02","CABA","Cansino Ad5 nCoV",29750,0,1507,44,50170
"02","CABA","Moderna ARNm",0,31486,273822,1490,1473032
"02","CABA","Moderna Pediátrica",0,4149,722,0,10991
"02","CABA","Pfizer BioNTech Comirnaty",0,192382,218780,62884,1254030
"02","CABA","Pfizer Pediátrica",0,2435,1878,1559,84918
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018333,965526,1668,5215
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896560,627356,231,12417
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86646,86540,18029,59241
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,12,0,0
"10","Catamarca","Cansino Ad5 nCoV",2576,0,1013,328,47493
"10","Catamarca","Moderna ARNm",0,7633,24025,403,93500
"10","Catamarca","Moderna Pediátrica",0,1852,91,0,1675
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33543,30698,863,81975
"10","Catamarca","Pfizer Pediátrica",0,30,55,40,13977
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171059,156372,43,533
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96761,73631,1649,28302
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240115,220178,29271,91518
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15544,777,0,0
"22","Chaco","Cansino Ad5 nCoV",11228,0,791,212,20326
"22","Chaco","Moderna ARNm",0,30604,68134,1400,113866
"22","Chaco","Moderna Pediátrica",0,1552,68,0,1212
"22","Chaco","Pfizer BioNTech Comirnaty",0,68509,57158,7795,143070
"22","Chaco","Pfizer Pediátrica",0,692,240,189,2999
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,390352,308915,445,2914
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258197,181714,4471,54324
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132802,128656,20529,45723
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11932,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3537,0,347,52,5467
"26","Chubut","Moderna ARNm",0,20657,33229,1220,57337
"26","Chubut","Moderna Pediátrica",0,179,3,0,120
"26","Chubut","Pfizer BioNTech Comirnaty",0,33163,39477,4516,128556
"26","Chubut","Pfizer Pediátrica",0,411,159,25,2095
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172852,141292,174,773
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136782,100155,905,15162
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194095,185826,17689,156020
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19887,489,0,0
"18","Corrientes","Cansino Ad5 nCoV",11214,0,269,71,38981
"18","Corrientes","Moderna ARNm",0,27732,61666,393,185630
"18","Corrientes","Moderna Pediátrica",0,4955,233,0,2032
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83223,81097,1794,258388
"18","Corrientes","Pfizer Pediátrica",0,298,214,258,35216
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,428472,367386,66,2406
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268449,194649,16,46786
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,809203,824819,184047,658181
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44129,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",38292,0,5735,33,11211
"14","Córdoba","Moderna ARNm",0,47766,264669,36,624934
"14","Córdoba","Pfizer BioNTech Comirnaty",0,283076,257345,16580,706402
"14","Córdoba","Pfizer Pediátrica",0,1593,923,147,20598
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1252509,1136902,516,8374
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939979,627612,4080,98444
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291991,287340,72091,178288
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17379,368,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",14014,0,487,14,4918
"30","Entre Ríos","Moderna ARNm",0,23715,85699,217,186306
"30","Entre Ríos","Moderna Pediátrica",0,967,61,0,945
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97950,86092,7714,244417
"30","Entre Ríos","Pfizer Pediátrica",0,218,111,46,13760
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,483316,428276,304,1426
