"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648364,4022335,832882,1121095
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90295,0,7732,1530,110319
"06","Buenos Aires","Moderna ARNm",0,424250,1257009,3185,4065439
"06","Buenos Aires","Moderna Pediátrica",0,31841,10082,0,12697
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1372025,1448164,77613,5330763
"06","Buenos Aires","Pfizer Pediátrica",0,20037,9520,133196,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954371,5265151,1662,10996
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315687,2693038,6256,856209
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728271,762866,204570,506589
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65712,197,0,0
"02","CABA","Cansino Ad5 nCoV",29915,0,1671,44,51003
"02","CABA","Moderna ARNm",0,35202,278431,1490,1913559
"02","CABA","Moderna Pediátrica",0,9751,3831,0,14780
"02","CABA","Pfizer BioNTech Comirnaty",0,193177,219773,62880,1271978
"02","CABA","Pfizer Pediátrica",0,2465,1943,1572,85138
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018802,966675,1667,5312
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896649,627465,231,14026
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86657,86574,18029,59341
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2581,0,1032,328,47811
"10","Catamarca","Moderna ARNm",0,7701,24194,403,121271
"10","Catamarca","Moderna Pediátrica",0,4336,1555,0,5286
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33555,30728,863,86695
"10","Catamarca","Pfizer Pediátrica",0,34,56,42,14083
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171227,156968,43,555
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96761,73670,1649,28990
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240367,220366,29270,92185
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15545,783,0,0
"22","Chaco","Cansino Ad5 nCoV",11288,0,820,212,21145
"22","Chaco","Moderna ARNm",0,31405,69596,1400,152556
"22","Chaco","Moderna Pediátrica",0,2990,891,0,2895
"22","Chaco","Pfizer BioNTech Comirnaty",0,68921,57881,7795,153594
"22","Chaco","Pfizer Pediátrica",0,786,303,247,3862
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,391600,311745,445,3335
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258277,181887,4471,54638
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132887,128744,20527,45857
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11933,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3584,0,365,52,5762
"26","Chubut","Moderna ARNm",0,20980,33880,1220,79614
"26","Chubut","Moderna Pediátrica",0,332,82,0,251
"26","Chubut","Pfizer BioNTech Comirnaty",0,33340,39909,4516,141337
"26","Chubut","Pfizer Pediátrica",0,459,200,27,2427
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,173209,141842,174,886
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136809,100173,905,15177
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194118,185950,17688,161041
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19890,491,0,0
"18","Corrientes","Cansino Ad5 nCoV",11265,0,284,71,40202
"18","Corrientes","Moderna ARNm",0,28156,62893,393,273754
"18","Corrientes","Moderna Pediátrica",0,7820,2104,0,3363
"18","Corrientes","Pfizer BioNTech Comirnaty",0,83290,81225,1794,263236
"18","Corrientes","Pfizer Pediátrica",0,323,225,261,38307
