"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3407338,3666658
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",251017,323
"06","Buenos Aires","Cansino Ad5 nCoV",17941,0
"06","Buenos Aires","Moderna ARNm",311335,954661
"06","Buenos Aires","Pfizer BioNTech Comirnaty",546960,44392
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",4038113,3037030
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",4060757,2275920
"02","CABA","AstraZeneca ChAdOx1 S recombinante",677443,699055
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65355,183
"02","CABA","Cansino Ad5 nCoV",25838,0
"02","CABA","Moderna ARNm",19263,244569
"02","CABA","Pfizer BioNTech Comirnaty",124216,22269
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",695385,641868
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",890769,539038
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",84880,74373
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4751,4
"10","Catamarca","Cansino Ad5 nCoV",1047,0
"10","Catamarca","Moderna ARNm",7107,20268
"10","Catamarca","Pfizer BioNTech Comirnaty",8353,25
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",117620,87005
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",94114,57201
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",226506,178373
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15360,604
"22","Chaco","Cansino Ad5 nCoV",606,0
"22","Chaco","Moderna ARNm",24691,49763
"22","Chaco","Pfizer BioNTech Comirnaty",14326,605
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",242567,151814
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",241723,135148
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",121574,111160
