"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3419438,3718436
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",251029,325
"06","Buenos Aires","Cansino Ad5 nCoV",20631,0
"06","Buenos Aires","Moderna ARNm",317328,975384
"06","Buenos Aires","Pfizer BioNTech Comirnaty",669055,118116
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",4423760,3074784
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",4118117,2308976
"02","CABA","AstraZeneca ChAdOx1 S recombinante",680072,702115
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65377,183
"02","CABA","Cansino Ad5 nCoV",25941,0
"02","CABA","Moderna ARNm",19279,245254
"02","CABA","Pfizer BioNTech Comirnaty",133563,32882
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",797415,647734
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",891687,554017
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",84968,78353
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4752,4
"10","Catamarca","Cansino Ad5 nCoV",1071,0
"10","Catamarca","Moderna ARNm",7132,20535
"10","Catamarca","Pfizer BioNTech Comirnaty",16247,34
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",124946,90128
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",94383,59022
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",227130,180762
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15360,606
"22","Chaco","Cansino Ad5 nCoV",918,0
"22","Chaco","Moderna ARNm",25107,50813
"22","Chaco","Pfizer BioNTech Comirnaty",21849,1226
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",260397,155856
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",243350,139109
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",122529,112723
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11742,617
"26","Chubut","Cansino Ad5 nCoV",50,0
"26","Chubut","Moderna ARNm",17948,26308
"26","Chubut","Pfizer BioNTech Comirnaty",12222,590
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",121482,85139
