"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3645290,4016794,833517,1013754
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251386,378,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88175,0,1488,1528,37900
"06","Buenos Aires","Moderna ARNm",0,396468,1169968,3183,1087223
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1347521,1374727,77693,3962165
"06","Buenos Aires","Pfizer Pediátrica",0,9341,551,238,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5911959,5138064,1669,4906
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4306364,2690106,6267,800320
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,725913,759243,204694,435637
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65504,188,0,0
"02","CABA","Cansino Ad5 nCoV",29278,0,321,45,45610
"02","CABA","Moderna ARNm",0,24546,258906,1491,351744
"02","CABA","Pfizer BioNTech Comirnaty",0,189531,211817,62912,943546
"02","CABA","Pfizer Pediátrica",0,963,249,7,0
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1009360,949129,1659,4213
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895745,625875,232,5181
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86550,86126,18072,48419
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4818,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2378,0,738,328,29380
"10","Catamarca","Moderna ARNm",0,7484,23309,403,17484
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33209,28864,870,37501
"10","Catamarca","Pfizer Pediátrica",0,0,1,0,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,169466,152958,44,257
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96648,73300,1660,22078
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239142,218124,29285,76675
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15520,767,0,0
"22","Chaco","Cansino Ad5 nCoV",10022,0,252,209,6438
"22","Chaco","Moderna ARNm",0,29394,65289,1403,44740
"22","Chaco","Pfizer BioNTech Comirnaty",0,66606,53466,7796,100194
"22","Chaco","Pfizer Pediátrica",0,329,27,10,0
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,383694,295882,444,1744
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257665,180609,4475,49560
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132527,128006,20575,38798
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11896,652,0,0
"26","Chubut","Cansino Ad5 nCoV",3070,0,196,53,2523
"26","Chubut","Moderna ARNm",0,20070,31903,1217,23204
"26","Chubut","Pfizer BioNTech Comirnaty",0,32342,37371,4508,79394
"26","Chubut","Pfizer Pediátrica",0,206,13,1,0
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,171725,137899,176,434
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136674,99909,907,13697
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193571,184057,17689,120801
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19876,470,0,0
"18","Corrientes","Cansino Ad5 nCoV",10173,0,128,71,20285
"18","Corrientes","Moderna ARNm",0,27209,59212,393,48913
"18","Corrientes","Pfizer BioNTech Comirnaty",0,82309,76809,1794,156223
"18","Corrientes","Pfizer Pediátrica",0,38,4,0,0
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,423284,353272,66,971
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,267732,192685,16,26770
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,808153,822212,184781,583799
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44131,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",37098,0,397,32,9523
"14","Córdoba","Moderna ARNm",0,43514,256303,36,154644
"14","Córdoba","Pfizer BioNTech Comirnaty",0,280415,229416,16738,534756
"14","Córdoba","Pfizer Pediátrica",0,1070,201,3,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1244701,1118673,520,6338
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939490,626956,4091,95446
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291489,286184,72139,158350
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17346,365,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",13497,0,364,14,1328
"30","Entre Ríos","Moderna ARNm",0,23014,83743,215,60306
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,96788,83421,7718,189633
"30","Entre Ríos","Pfizer Pediátrica",0,84,3,2,0
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,479397,417707,305,869
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,324325,231660,3784,58785
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129310,155925,231070,60814
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7385,8,0,0
"34","Formosa","Cansino Ad5 nCoV",6928,0,0,13,522
"34","Formosa","Moderna ARNm",0,40023,7489,155,6438
"34","Formosa","Pfizer BioNTech Comirnaty",0,26314,55345,21471,19963
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,233742,206685,372,445
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138050,89090,2986,7570
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165095,158250,31965,45187
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14026,290,0,0
"38","Jujuy","Cansino Ad5 nCoV",597,0,183,17,3779
"38","Jujuy","Moderna ARNm",0,25033,36460,1539,17641
"38","Jujuy","Pfizer BioNTech Comirnaty",0,56559,66701,14622,101252
"38","Jujuy","Pfizer Pediátrica",0,1619,47,0,0
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,275468,210422,443,519
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154264,125399,12808,38506
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69225,76471,37280,41085
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2880,0,0,0,68
"42","La Pampa","Moderna ARNm",0,6053,25670,0,27036
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27533,27020,4686,107048
"42","La Pampa","Pfizer Pediátrica",0,136,34,0,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,135289,129597,0,0
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",0,89485,61882,332,14962
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",0,78613,79187,21303,20390
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",0,7253,120,0,0
"46","La Rioja","Cansino Ad5 nCoV",3082,0,2,0,10
"46","La Rioja","Moderna ARNm",0,10212,26061,1893,26851
