"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3646959,4020591,833275,1101937
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251393,380,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88849,0,4275,1527,43970
"06","Buenos Aires","Moderna ARNm",0,402831,1192101,3186,1821958
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1366794,1438214,77649,5168779
"06","Buenos Aires","Pfizer Pediátrica",0,15288,5222,25691,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5930918,5214300,1663,7665
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4313922,2690892,6262,809738
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726591,760648,204656,464151
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65529,190,0,0
"02","CABA","Cansino Ad5 nCoV",29630,0,1444,45,48497
"02","CABA","Moderna ARNm",0,26240,263644,1491,566046
"02","CABA","Pfizer BioNTech Comirnaty",0,191973,217821,62907,1213003
"02","CABA","Pfizer Pediátrica",0,1676,1058,46,13
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1012485,956701,1678,4716
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895810,626456,232,7763
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86621,86453,18043,57363
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4819,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2525,0,969,328,44725
"10","Catamarca","Moderna ARNm",0,7522,23472,403,30151
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33485,30449,863,63915
"10","Catamarca","Pfizer Pediátrica",0,6,2,0,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170306,154712,43,381
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96732,73538,1649,23173
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239595,219380,29279,88022
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15532,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10720,0,560,212,13470
"22","Chaco","Moderna ARNm",0,29589,65861,1400,62200
"22","Chaco","Pfizer BioNTech Comirnaty",0,67750,55757,7794,128834
"22","Chaco","Pfizer Pediátrica",0,480,99,22,52
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,386651,302339,444,2286
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257920,181176,4471,51990
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132668,128385,20536,42531
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11922,656,0,0
"26","Chubut","Cansino Ad5 nCoV",3274,0,241,53,3711
"26","Chubut","Moderna ARNm",0,20202,32239,1217,33365
"26","Chubut","Pfizer BioNTech Comirnaty",0,32794,38658,4521,113418
"26","Chubut","Pfizer Pediátrica",0,297,71,1,44
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172240,139517,175,507
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136748,100063,906,14344
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193791,185105,17690,136090
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19883,476,0,0
"18","Corrientes","Cansino Ad5 nCoV",10543,0,213,71,30664
"18","Corrientes","Moderna ARNm",0,27275,59691,393,80077
"18","Corrientes","Pfizer BioNTech Comirnaty",0,82782,79226,1794,188008
"18","Corrientes","Pfizer Pediátrica",0,39,7,0,31
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,425034,358520,66,1376
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268194,193459,16,32442
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,808811,823927,184184,636518
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44134,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",37994,0,5623,32,10808
"14","Córdoba","Moderna ARNm",0,44251,258164,36,316309
"14","Córdoba","Pfizer BioNTech Comirnaty",0,282128,253866,16593,668436
"14","Córdoba","Pfizer Pediátrica",0,1287,607,19,602
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1248114,1127848,518,7660
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939721,627237,4077,96147
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291795,286771,72094,173762
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17368,365,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",13896,0,468,14,4303
"30","Entre Ríos","Moderna ARNm",0,23164,84419,215,100933
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97381,84984,7712,221308
"30","Entre Ríos","Pfizer Pediátrica",0,111,42,9,1
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,481261,422886,304,1103
