"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647005,4020697,833273,1104004
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251393,380,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88899,0,4821,1527,47249
"06","Buenos Aires","Moderna ARNm",0,403196,1193782,3186,1877692
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1366928,1438759,77649,5181570
"06","Buenos Aires","Pfizer Pediátrica",0,15401,5374,30309,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5931150,5215599,1663,7752
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4314227,2690905,6262,810294
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726612,760676,204656,464635
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65529,190,0,0
"02","CABA","Cansino Ad5 nCoV",29629,0,1444,45,48500
"02","CABA","Moderna ARNm",0,26398,263922,1491,596250
"02","CABA","Pfizer BioNTech Comirnaty",0,192026,217916,62907,1221526
"02","CABA","Pfizer Pediátrica",0,1732,1062,53,27
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1012586,956934,1678,4717
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895811,626461,232,7763
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86622,86460,18043,57625
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4819,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2525,0,969,328,45026
"10","Catamarca","Moderna ARNm",0,7524,23505,403,33391
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33497,30471,863,65114
"10","Catamarca","Pfizer Pediátrica",0,6,2,0,58
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170328,154761,43,381
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96732,73542,1649,23175
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239624,219424,29279,88467
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15533,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10746,0,567,212,14005
"22","Chaco","Moderna ARNm",0,29604,65916,1400,64090
"22","Chaco","Pfizer BioNTech Comirnaty",0,67780,55824,7794,130006
