"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3145873,640973
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",250660,310
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",2133598,679890
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",3513010,882315
"02","CABA","AstraZeneca ChAdOx1 S recombinante",642975,140208
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65344,186
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",457988,237203
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",746857,203702
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",71710,12241
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4550,1
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",56087,19898
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",78332,20605
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",198871,31351
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15276,558
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",116146,57867
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",206494,53601
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",103640,18478
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11688,608
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",73815,30832
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",109896,29691
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",146739,51593
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19638,389
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",150148,54462
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",205168,47572
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",704053,125754
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",44037,89
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",531433,162753
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",725425,182556
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",234579,42986
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17049,330
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",163188,70530
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",243420,62595
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",112678,10950
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7331,0
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",98350,23922
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",107785,23596
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",138692,24977
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",13962,280
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",95202,40592
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",139969,41611
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",64983,14929
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",4557,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",57161,35092
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",72037,20247
"46","La Rioja","AstraZeneca ChAdOx1 S recombinante",64267,14049
"46","La Rioja","COVISHIELD ChAdOx1nCoV COVID 19",7198,108
"46","La Rioja","Sinopharm Vacuna SARSCOV 2 inactivada",63448,21490
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",77645,21899
"50","Mendoza","AstraZeneca ChAdOx1 S recombinante",358402,61010
"50","Mendoza","COVISHIELD ChAdOx1nCoV COVID 19",25017,411
"50","Mendoza","Sinopharm Vacuna SARSCOV 2 inactivada",236841,69642
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",395368,95308
"54","Misiones","AstraZeneca ChAdOx1 S recombinante",169820,39163
"54","Misiones","COVISHIELD ChAdOx1nCoV COVID 19",16454,789
"54","Misiones","Sinopharm Vacuna SARSCOV 2 inactivada",87611,53419
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",188438,50741
"58","Neuquén","AstraZeneca ChAdOx1 S recombinante",130382,24968
"58","Neuquén","COVISHIELD ChAdOx1nCoV COVID 19",12410,60
"58","Neuquén","Sinopharm Vacuna SARSCOV 2 inactivada",106016,44701
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",129858,38099
"62","Río Negro","AstraZeneca ChAdOx1 S recombinante",125056,29756
"62","Río Negro","COVISHIELD ChAdOx1nCoV COVID 19",13912,89
"62","Río Negro","Sinopharm Vacuna SARSCOV 2 inactivada",121328,43882
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",141767,40797
"66","Salta","AstraZeneca ChAdOx1 S recombinante",254580,38337
"66","Salta","COVISHIELD ChAdOx1nCoV COVID 19",17811,50
"66","Salta","Sinopharm Vacuna SARSCOV 2 inactivada",116144,48681
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",254130,66537
"70","San Juan","AstraZeneca ChAdOx1 S recombinante",133957,28384
"70","San Juan","COVISHIELD ChAdOx1nCoV COVID 19",8825,12
"70","San Juan","Sinopharm Vacuna SARSCOV 2 inactivada",109372,31285
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",158567,39293
"74","San Luis","AstraZeneca ChAdOx1 S recombinante",96484,20302
"74","San Luis","COVISHIELD ChAdOx1nCoV COVID 19",6826,0
"74","San Luis","Sinopharm Vacuna SARSCOV 2 inactivada",84679,32549
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",99315,29265
"78","Santa Cruz","AstraZeneca ChAdOx1 S recombinante",41357,10540
"78","Santa Cruz","COVISHIELD ChAdOx1nCoV COVID 19",5896,714
"78","Santa Cruz","Sinopharm Vacuna SARSCOV 2 inactivada",46907,18947
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",72841,20565
"82","Santa Fe","AstraZeneca ChAdOx1 S recombinante",688306,122545
"82","Santa Fe","COVISHIELD ChAdOx1nCoV COVID 19",41218,52
"82","Santa Fe","Sinopharm Vacuna SARSCOV 2 inactivada",506141,135848
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",702045,181056
"86","Santiago del Estero","AstraZeneca ChAdOx1 S recombinante",173817,23429
"86","Santiago del Estero","COVISHIELD ChAdOx1nCoV COVID 19",11832,1124
"86","Santiago del Estero","Sinopharm Vacuna SARSCOV 2 inactivada",159858,46405
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",183014,47093
"94","Tierra del Fuego","AstraZeneca ChAdOx1 S recombinante",31399,3384
"94","Tierra del Fuego","COVISHIELD ChAdOx1nCoV COVID 19",2724,746
