"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3645863,4017553,833425,1016153
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251389,378,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88613,0,3270,1527,39052
"06","Buenos Aires","Moderna ARNm",0,398080,1175000,3182,1135965
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1357860,1409076,77668,4328157
"06","Buenos Aires","Pfizer Pediátrica",0,11994,1874,295,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5919406,5163486,1667,5793
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4307275,2690533,6265,802471
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726016,759498,204674,443607
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65513,189,0,0
"02","CABA","Cansino Ad5 nCoV",29507,0,878,45,47150
"02","CABA","Moderna ARNm",0,25288,261508,1491,359480
"02","CABA","Pfizer BioNTech Comirnaty",0,190439,214237,62907,959485
"02","CABA","Pfizer Pediátrica",0,1256,675,13,0
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1010420,952393,1666,4295
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895663,626065,232,5178
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86587,86324,18054,53365
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4819,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2423,0,820,328,33626
"10","Catamarca","Moderna ARNm",0,7508,23363,403,18629
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33382,29824,863,44985
"10","Catamarca","Pfizer Pediátrica",0,2,2,0,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,169973,153595,44,306
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96698,73448,1650,22960
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239320,218704,29280,82331
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15527,769,0,0
"22","Chaco","Cansino Ad5 nCoV",10438,0,354,211,8778
"22","Chaco","Moderna ARNm",0,29436,65364,1401,45613
"22","Chaco","Pfizer BioNTech Comirnaty",0,67089,54396,7796,110301
"22","Chaco","Pfizer Pediátrica",0,399,68,12,0
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,385052,298877,444,1928
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257736,180910,4471,50144
