"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3648392,4022376,832868,1121144
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251406,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",90302,0,7732,1530,110352
"06","Buenos Aires","Moderna 010 mg mL",0,36678,12945,0,18498
"06","Buenos Aires","Moderna ARNm 020 mg mL",0,425553,1261112,3185,4400706
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1372346,1448511,77612,5334423
"06","Buenos Aires","Pfizer Pediátrica",0,20151,9880,136225,2
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5954583,5265601,1662,11036
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315691,2693049,6256,856313
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,728303,762910,204565,506743
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65718,197,0,0
"02","CABA","Cansino Ad5 nCoV",29922,0,1671,44,51025
"02","CABA","Moderna 010 mg mL",0,11117,4445,0,16723
"02","CABA","Moderna ARNm 020 mg mL",0,36306,279581,1489,2052941
"02","CABA","Pfizer BioNTech Comirnaty",0,193197,219782,62878,1272856
"02","CABA","Pfizer Pediátrica",0,2602,1955,1578,85561
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1018868,966971,1666,5345
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896649,627475,231,14047
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86661,86580,18029,59368
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4821,13,0,0
"10","Catamarca","Cansino Ad5 nCoV",2582,0,1035,328,47855
"10","Catamarca","Moderna 010 mg mL",0,4725,1879,0,6382
"10","Catamarca","Moderna ARNm 020 mg mL",0,7717,24236,403,133068
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33561,30740,863,89030
"10","Catamarca","Pfizer Pediátrica",0,34,56,42,14094
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,171269,157078,43,599
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96760,73673,1649,28994
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240407,220424,29269,92282
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15547,787,0,0
"22","Chaco","Cansino Ad5 nCoV",11294,0,821,212,21171
"22","Chaco","Moderna 010 mg mL",0,3298,1095,0,5834
"22","Chaco","Moderna ARNm 020 mg mL",0,31562,69923,1400,166618
"22","Chaco","Pfizer BioNTech Comirnaty",0,69014,58051,7795,156059
"22","Chaco","Pfizer Pediátrica",0,794,314,248,3946
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,391842,312235,445,3393
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258306,181961,4471,54684
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132901,128762,20527,45883
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11934,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3584,0,365,52,5766
