"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3646803,4020146,833289,1085892
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251393,380,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88783,0,3651,1527,40764
"06","Buenos Aires","Moderna ARNm",0,401256,1185931,3186,1527995
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1365858,1435132,77652,5047526
"06","Buenos Aires","Pfizer Pediátrica",0,14571,4613,983,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5929115,5207500,1663,6857
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4311721,2690830,6263,807224
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726474,760363,204658,455018
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65528,190,0,0
"02","CABA","Cansino Ad5 nCoV",29627,0,1415,45,48246
"02","CABA","Moderna ARNm",0,26020,263205,1491,526007
"02","CABA","Pfizer BioNTech Comirnaty",0,191691,217233,62905,1167232
"02","CABA","Pfizer Pediátrica",0,1567,833,35,0
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1012156,956021,1677,4686
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895803,626432,232,7398
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86614,86428,18051,56705
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4819,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2518,0,959,328,43168
"10","Catamarca","Moderna ARNm",0,7515,23417,403,26479
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33479,30325,863,57880
"10","Catamarca","Pfizer Pediátrica",0,5,2,0,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170231,154538,43,372
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96725,73511,1649,23167
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239519,219256,29279,85980
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15531,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10672,0,520,212,12471
"22","Chaco","Moderna ARNm",0,29542,65732,1400,57142
"22","Chaco","Pfizer BioNTech Comirnaty",0,67640,55526,7794,125072
"22","Chaco","Pfizer Pediátrica",0,448,92,17,0
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,386357,301632,444,2201
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257895,181112,4471,51664
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132654,128357,20537,42066
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11920,656,0,0
