"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3646823,4020188,833287,1087654
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251393,380,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",88787,0,3656,1527,40794
"06","Buenos Aires","Moderna ARNm",0,401662,1187101,3186,1582500
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1366048,1435729,77652,5072973
"06","Buenos Aires","Pfizer Pediátrica",0,14714,4704,3755,0
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5929423,5208539,1663,6938
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4312123,2690847,6263,807605
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,726500,760456,204658,457063
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65528,190,0,0
"02","CABA","Cansino Ad5 nCoV",29627,0,1420,45,48315
"02","CABA","Moderna ARNm",0,26059,263296,1491,532404
"02","CABA","Pfizer BioNTech Comirnaty",0,191745,217330,62906,1174581
"02","CABA","Pfizer Pediátrica",0,1583,846,40,0
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1012192,956125,1678,4692
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,895806,626438,232,7461
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86616,86438,18051,56972
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4819,10,0,0
"10","Catamarca","Cansino Ad5 nCoV",2521,0,964,328,43657
"10","Catamarca","Moderna ARNm",0,7516,23426,403,27208
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33479,30387,863,59803
"10","Catamarca","Pfizer Pediátrica",0,5,2,0,0
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170261,154594,43,375
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96725,73514,1649,23167
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,239548,219292,29279,86574
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15531,774,0,0
"22","Chaco","Cansino Ad5 nCoV",10691,0,542,212,12833
"22","Chaco","Moderna ARNm",0,29560,65784,1400,58448
"22","Chaco","Pfizer BioNTech Comirnaty",0,67678,55597,7794,126155
"22","Chaco","Pfizer Pediátrica",0,467,93,17,0
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,386451,301896,444,2223
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,257903,181133,4471,51764
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132656,128362,20537,42145
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11920,656,0,0
"26","Chubut","Cansino Ad5 nCoV",3257,0,239,53,3653
"26","Chubut","Moderna ARNm",0,20183,32205,1217,32185
"26","Chubut","Pfizer BioNTech Comirnaty",0,32748,38548,4520,108981
"26","Chubut","Pfizer Pediátrica",0,290,68,2,0
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172180,139363,175,504
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136743,100048,906,14238
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,193776,185054,17687,134821
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19882,476,0,0
"18","Corrientes","Cansino Ad5 nCoV",10533,0,206,71,29955
"18","Corrientes","Moderna ARNm",0,27270,59645,393,77343
"18","Corrientes","Pfizer BioNTech Comirnaty",0,82749,78982,1794,178786
"18","Corrientes","Pfizer Pediátrica",0,39,7,0,0
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",0,424910,358135,66,1351
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",0,268179,193425,16,32160
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",0,808757,823811,184207,631211
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",0,44136,128,0,0
"14","Córdoba","Cansino Ad5 nCoV",37971,0,5604,32,10771
"14","Córdoba","Moderna ARNm",0,44124,257900,36,291583
"14","Córdoba","Pfizer BioNTech Comirnaty",0,281900,252575,16599,651014
"14","Córdoba","Pfizer Pediátrica",0,1265,569,8,0
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",0,1247761,1127105,518,7536
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",0,939685,627200,4077,96032
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",0,291749,286718,72095,172038
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",0,17368,365,0,0
"30","Entre Ríos","Cansino Ad5 nCoV",13891,0,468,14,4293
"30","Entre Ríos","Moderna ARNm",0,23152,84390,215,96396
"30","Entre Ríos","Pfizer BioNTech Comirnaty",0,97292,84837,7698,217902
"30","Entre Ríos","Pfizer Pediátrica",0,111,42,9,0
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",0,481062,422433,304,1068
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",0,324748,232680,3782,70631
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",0,129344,156072,231069,74935
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",0,7385,8,0,0
"34","Formosa","Cansino Ad5 nCoV",7092,0,0,13,2005
"34","Formosa","Moderna ARNm",0,40053,7593,155,19794
"34","Formosa","Pfizer BioNTech Comirnaty",0,26421,55716,21471,65998
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",0,234205,207722,372,444
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",0,138049,89124,2986,7579
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",0,165230,158705,31956,50748
"38","Jujuy","COVISHIELD ChAdOx1nCoV COVID 19",0,14030,291,0,0
"38","Jujuy","Cansino Ad5 nCoV",1247,0,1198,29,20905
"38","Jujuy","Moderna ARNm",0,25094,36598,1539,20499
"38","Jujuy","Pfizer BioNTech Comirnaty",0,57527,70622,14669,134144
"38","Jujuy","Pfizer Pediátrica",0,2014,234,0,0
"38","Jujuy","Sinopharm Vacuna SARSCOV 2 inactivada",0,276701,214094,441,726
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",0,154296,125438,12808,38759
"42","La Pampa","AstraZeneca ChAdOx1 S recombinante",0,69240,76488,37279,43913
"42","La Pampa","COVISHIELD ChAdOx1nCoV COVID 19",0,4579,0,0,0
"42","La Pampa","Cansino Ad5 nCoV",2883,0,0,0,1358
"42","La Pampa","Moderna ARNm",0,6102,25764,0,44797
"42","La Pampa","Pfizer BioNTech Comirnaty",0,27657,27315,4686,132481
"42","La Pampa","Pfizer Pediátrica",0,174,83,0,0
"42","La Pampa","Sinopharm Vacuna SARSCOV 2 inactivada",0,135535,130142,0,0
