"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",113717,31992
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",24638,8372
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",2536,2279
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",7911,4091
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",3042,1092
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",6714,2208
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",21705,14513
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",9747,2756
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",3354,2283
"38","Jujuy","Sputnik V COVID19 Instituto Gamaleya",4502,3000
"42","La Pampa","Sputnik V COVID19 Instituto Gamaleya",2270,1751
"46","La Rioja","Sputnik V COVID19 Instituto Gamaleya",2839,2274
"50","Mendoza","Sputnik V COVID19 Instituto Gamaleya",10645,3044
"54","Misiones","Sputnik V COVID19 Instituto Gamaleya",5364,2030
"58","Neuquén","Sputnik V COVID19 Instituto Gamaleya",3655,2609
"62","Río Negro","Sputnik V COVID19 Instituto Gamaleya",4530,3279
"66","Salta","Sputnik V COVID19 Instituto Gamaleya",7992,4772
"70","San Juan","Sputnik V COVID19 Instituto Gamaleya",4322,1441
"74","San Luis","Sputnik V COVID19 Instituto Gamaleya",3036,2177
"78","Santa Cruz","Sputnik V COVID19 Instituto Gamaleya",2265,843
"82","Santa Fe","Sputnik V COVID19 Instituto Gamaleya",22017,6867
"86","Santiago del Estero","Sputnik V COVID19 Instituto Gamaleya",5800,2483
"94","Tierra del Fuego","Sputnik V COVID19 Instituto Gamaleya",1372,638
"90","Tucumán","Sputnik V COVID19 Instituto Gamaleya",10223,5572
