"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",primera_dosis_cantidad,segunda_dosis_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",3431098,3746369
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",251031,325
"06","Buenos Aires","Cansino Ad5 nCoV",23806,0
"06","Buenos Aires","Moderna ARNm",323720,989583
"06","Buenos Aires","Pfizer BioNTech Comirnaty",796305,177545
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",4667333,3321083
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",4135969,2340778
"02","CABA","AstraZeneca ChAdOx1 S recombinante",682301,704454
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",65384,183
"02","CABA","Cansino Ad5 nCoV",26012,0
"02","CABA","Moderna ARNm",19282,246343
"02","CABA","Pfizer BioNTech Comirnaty",143102,67940
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",843418,657676
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",892030,563610
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",85230,79513
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",4752,4
"10","Catamarca","Cansino Ad5 nCoV",1073,0
"10","Catamarca","Moderna ARNm",7239,21056
"10","Catamarca","Pfizer BioNTech Comirnaty",18014,1002
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",131175,92512
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",94581,64237
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",227610,182914
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",15367,620
"22","Chaco","Cansino Ad5 nCoV",1096,0
"22","Chaco","Moderna ARNm",25234,51550
"22","Chaco","Pfizer BioNTech Comirnaty",25677,2328
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",270468,158591
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",244227,141846
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",123467,113953
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",11745,617
"26","Chubut","Cansino Ad5 nCoV",56,0
"26","Chubut","Moderna ARNm",18078,27257
"26","Chubut","Pfizer BioNTech Comirnaty",16180,2473
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",128184,86550
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",132663,86449
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",180489,152766
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",19701,397
"18","Corrientes","Cansino Ad5 nCoV",3918,0
"18","Corrientes","Moderna ARNm",24870,53172
"18","Corrientes","Pfizer BioNTech Comirnaty",40557,868
"18","Corrientes","Sinopharm Vacuna SARSCOV 2 inactivada",318474,185820
"18","Corrientes","Sputnik V COVID19 Instituto Gamaleya",248645,138647
"14","Córdoba","AstraZeneca ChAdOx1 S recombinante",781482,761545
"14","Córdoba","COVISHIELD ChAdOx1nCoV COVID 19",44081,88
"14","Córdoba","Cansino Ad5 nCoV",13294,202
"14","Córdoba","Moderna ARNm",41343,245894
"14","Córdoba","Pfizer BioNTech Comirnaty",205464,21282
"14","Córdoba","Sinopharm Vacuna SARSCOV 2 inactivada",1069724,708672
"14","Córdoba","Sputnik V COVID19 Instituto Gamaleya",887165,559280
"30","Entre Ríos","AstraZeneca ChAdOx1 S recombinante",279082,243916
"30","Entre Ríos","COVISHIELD ChAdOx1nCoV COVID 19",17243,331
"30","Entre Ríos","Cansino Ad5 nCoV",6268,0
"30","Entre Ríos","Moderna ARNm",20745,70189
"30","Entre Ríos","Pfizer BioNTech Comirnaty",47883,1924
"30","Entre Ríos","Sinopharm Vacuna SARSCOV 2 inactivada",344267,249900
"30","Entre Ríos","Sputnik V COVID19 Instituto Gamaleya",306811,173166
"34","Formosa","AstraZeneca ChAdOx1 S recombinante",117701,138777
"34","Formosa","COVISHIELD ChAdOx1nCoV COVID 19",7347,2
"34","Formosa","Cansino Ad5 nCoV",407,0
"34","Formosa","Moderna ARNm",38891,4915
"34","Formosa","Pfizer BioNTech Comirnaty",17081,26403
"34","Formosa","Sinopharm Vacuna SARSCOV 2 inactivada",184623,119147
"34","Formosa","Sputnik V COVID19 Instituto Gamaleya",133123,76732
"38","Jujuy","AstraZeneca ChAdOx1 S recombinante",160829,135980
