"jurisdiccion_codigo_indec","jurisdiccion_nombre","vacuna_nombre",dosis_unica_cantidad,primera_dosis_cantidad,segunda_dosis_cantidad,dosis_adicional_cantidad,dosis_refuerzo_cantidad
"06","Buenos Aires","AstraZeneca ChAdOx1 S recombinante",0,3647909,4021894,832943,1120735
"06","Buenos Aires","COVISHIELD ChAdOx1nCoV COVID 19",0,251403,382,0,0
"06","Buenos Aires","Cansino Ad5 nCoV",89870,0,7583,1530,96555
"06","Buenos Aires","Moderna ARNm",0,417069,1236926,3185,3102942
"06","Buenos Aires","Moderna Pediátrica",0,188,31,0,389
"06","Buenos Aires","Pfizer BioNTech Comirnaty",0,1369515,1443941,77627,5267333
"06","Buenos Aires","Pfizer Pediátrica",0,18740,8026,113544,1
"06","Buenos Aires","Sinopharm Vacuna SARSCOV 2 inactivada",0,5946042,5249417,1662,9607
"06","Buenos Aires","Sputnik V COVID19 Instituto Gamaleya",0,4315509,2691816,6256,824379
"02","CABA","AstraZeneca ChAdOx1 S recombinante",0,727054,761690,204590,503730
"02","CABA","COVISHIELD ChAdOx1nCoV COVID 19",0,65619,194,0,0
"02","CABA","Cansino Ad5 nCoV",29732,0,1501,45,50051
"02","CABA","Moderna ARNm",0,30859,272602,1490,1434332
"02","CABA","Moderna Pediátrica",0,3030,70,0,9312
"02","CABA","Pfizer BioNTech Comirnaty",0,192360,218672,62885,1251316
"02","CABA","Pfizer Pediátrica",0,2434,1780,1558,84868
"02","CABA","Sinopharm Vacuna SARSCOV 2 inactivada",0,1016341,963450,1669,5175
"02","CABA","Sputnik V COVID19 Instituto Gamaleya",0,896511,627315,231,11662
"10","Catamarca","AstraZeneca ChAdOx1 S recombinante",0,86642,86536,18029,59171
"10","Catamarca","COVISHIELD ChAdOx1nCoV COVID 19",0,4820,12,0,0
"10","Catamarca","Cansino Ad5 nCoV",2576,0,1009,328,47396
"10","Catamarca","Moderna ARNm",0,7626,23964,403,89930
"10","Catamarca","Moderna Pediátrica",0,1071,4,0,558
"10","Catamarca","Pfizer BioNTech Comirnaty",0,33539,30688,863,81519
"10","Catamarca","Pfizer Pediátrica",0,27,55,40,13851
"10","Catamarca","Sinopharm Vacuna SARSCOV 2 inactivada",0,170973,156126,43,531
"10","Catamarca","Sputnik V COVID19 Instituto Gamaleya",0,96753,73612,1649,26940
"22","Chaco","AstraZeneca ChAdOx1 S recombinante",0,240046,220047,29274,91373
"22","Chaco","COVISHIELD ChAdOx1nCoV COVID 19",0,15542,777,0,0
"22","Chaco","Cansino Ad5 nCoV",11171,0,761,212,19942
"22","Chaco","Moderna ARNm",0,30426,67796,1400,108341
"22","Chaco","Moderna Pediátrica",0,944,20,0,634
"22","Chaco","Pfizer BioNTech Comirnaty",0,68401,56998,7795,141918
"22","Chaco","Pfizer Pediátrica",0,650,222,172,2800
"22","Chaco","Sinopharm Vacuna SARSCOV 2 inactivada",0,389883,308032,445,2851
"22","Chaco","Sputnik V COVID19 Instituto Gamaleya",0,258162,181641,4471,54115
"26","Chubut","AstraZeneca ChAdOx1 S recombinante",0,132788,128641,20529,45697
"26","Chubut","COVISHIELD ChAdOx1nCoV COVID 19",0,11932,661,0,0
"26","Chubut","Cansino Ad5 nCoV",3510,0,330,52,5255
"26","Chubut","Moderna ARNm",0,20597,33099,1220,55494
"26","Chubut","Moderna Pediátrica",0,111,0,0,58
"26","Chubut","Pfizer BioNTech Comirnaty",0,33114,39372,4516,127645
"26","Chubut","Pfizer Pediátrica",0,401,146,24,2049
"26","Chubut","Sinopharm Vacuna SARSCOV 2 inactivada",0,172809,141137,174,756
"26","Chubut","Sputnik V COVID19 Instituto Gamaleya",0,136777,100151,905,15114
"18","Corrientes","AstraZeneca ChAdOx1 S recombinante",0,194085,185782,17689,152529
"18","Corrientes","COVISHIELD ChAdOx1nCoV COVID 19",0,19887,489,0,0
"18","Corrientes","Cansino Ad5 nCoV",11153,0,267,71,38806
